,Makespan,Mean Flow Time,Mean Weighted Tardiness,Max Weighted Tardiness,No. Tardy Jobs P1,No. Tardy Jobs P2,No. Tardy Jobs P3,Mean WIP,Early_Term
0,3400.46673574554,54.23419020726387,0.6411391297381789,663.3029790461994,0.0,0.0,0.0,34.78846153846154,0.0
