,Makespan,Mean Flow Time,Mean Weighted Tardiness,Max Weighted Tardiness,No. Tardy Jobs P1,No. Tardy Jobs P2,No. Tardy Jobs P3,Mean WIP,Early_Term
0,3964.208969528895,63.35406568878362,0.5597886319457968,134.98368910815043,29.85,18.55,2.25,34.130216337569976,0.0
1,3766.005910366251,65.90460937822725,3.520238075189863,593.8554603410668,67.3,19.75,8.45,37.2527518875069,0.0
2,3497.141157827145,48.38774531117719,0.451496294224426,238.58907119690707,15.6,2.35,0.75,29.17807155517653,0.0
