,Makespan,Mean Flow Time,Mean Weighted Tardiness,Max Weighted Tardiness,No. Tardy Jobs P1,No. Tardy Jobs P2,No. Tardy Jobs P3,Mean WIP,Early_Term
0,3162.8359734797746,61.62667352188242,0.07859582706045296,49.26827739413102,10.0,3.0,0.0,40.12269698157585,0.0
