,Makespan,Mean Flow Time,Mean Weighted Tardiness,Max Weighted Tardiness,No. Tardy Jobs P1,No. Tardy Jobs P2,No. Tardy Jobs P3,Mean WIP,Early_Term
0,102.20542847705303,9987.237521505554,10018.2,16.371855982110986,0.0,0.18181818181818182,0.0,34.303030303030305,1.0
