,Makespan,Mean Flow Time,Mean Weighted Tardiness,Max Weighted Tardiness,No. Tardy Jobs P1,No. Tardy Jobs P2,No. Tardy Jobs P3,Mean WIP,Early_Term
0,3104.5919089832514,62.15472634250932,1.0438939872349127,168.00012927192972,0.0,0.0,0.0,41.88745812734416,0.0
