,Makespan,Mean Flow Time,Mean Weighted Tardiness,Max Weighted Tardiness,No. Tardy Jobs P1,No. Tardy Jobs P2,No. Tardy Jobs P3,Mean WIP,Early_Term
0,17817.44360968862,296.5018377488152,0.4886625162951075,369.22270391572766,0.0,0.0,0.0,35.0702208708965,0.0
