2.318089996,3.055102466,1.727821818,3.254595114,5.702215089,1.999116177,4.635012294
,,,,,,
8.580849658,17.32537395,13.12576861,9.172471562,19.53852537,9.047709385,10.84309434
,,,,,,
6.576809625,11.51502582,7.590687572,7.54341476,13.70562397,5.395168957,8.149915601
,,,,,,
5.619674841,15.16842816,6.883822969,5.547934285,19.04644993,4.187754729,8.635857711
,,,,,,
5.708244153,8.385571159,4.930656948,4.382548302,9.280084351,2.356983404,4.412074693
,,,,,,
1.229383018,3.410173591,2.070900663,0.697226354,5.057187774,1.541449683,1.474337839
,,,,,,
6.716240701,5.927027332,4.048013334,4.754226932,7.476323243,3.81050411,5.27574099
,,,,,,
2.921265344,4.152774121,3.327861398,3.831201374,3.762290727,2.249717158,5.624903952
,,,,,,
11.69673307,22.25872252,17.70426677,14.89148623,23.3778474,14.26881453,15.62509957
,,,,,,
8.157005176,32.0534493,17.5415309,17.16849392,25.9050232,23.31676363,15.2197805
,,,,,,
6.476063295,21.32697743,12.4674756,13.80372407,25.1403583,13.98331496,13.22684676
,,,,,,
1.818823294,5.342263128,2.804601012,3.259930615,3.442269151,2.661355649,4.281611194
,,,,,,
8.410137561,9.488216175,6.537087717,4.925855738,9.660459818,5.533703937,6.201605454
,,,,,,
0.957842716,3.659850893,2.540340765,2.291520408,6.429472716,1.996143308,4.111021908
,,,,,,
5.121445369,6.851789737,3.12137365,3.929008416,6.196600024,3.787136845,4.521444367
,,,,,,
2.876016914,3.242372052,2.582984676,2.142500329,4.699004568,1.984477111,1.856643992
,,,,,,
1.901516427,4.331041719,2.755114943,1.479869892,3.518877483,2.906492005,2.01478624
,,,,,,
1.417534511,3.156288803,1.95581827,1.777197384,1.692502213,0.595200413,2.116979004
,,,,,,
11.82455476,16.83414088,12.52051402,12.34917794,30.44370067,7.527291418,12.43478533
,,,,,,
4.797958877,9.420623728,8.146169865,6.276034654,11.48428345,4.788669983,6.801912997
,,,,,,
1.935464156,5.855294435,4.491940195,2.489545471,7.364451645,2.235758598,4.130711609
,,,,,,
5.312345203,10.88440619,8.177391475,8.505375772,9.788095301,8.204657063,10.22423693
,,,,,,
1.403411199,2.460861412,1.673529871,1.776739287,3.222420313,1.541052462,2.449597205
,,,,,,
0.751522442,5.737041137,3.574399868,2.141439362,5.202867617,2.152611098,2.192108444
,,,,,,
18.82942331,40.31799488,30.63887417,24.98719745,47.02940324,36.5261081,24.63020217
,,,,,,
1.7715103,3.950426959,1.28765839,1.164610611,2.646774454,0.852180777,1.766077913
,,,,,,
3.087983249,5.032293915,2.803974594,2.176867147,4.054906621,1.829574755,2.765725079
,,,,,,
2.899310005,9.598793619,5.736115122,5.274177873,11.5125384,3.075208695,4.760858174
,,,,,,
7.944913088,15.48522963,18.26142169,11.79214659,27.1950559,12.22625209,15.94799041
,,,,,,
8.426039545,9.890272147,7.549258592,8.62621951,18.94241324,5.975275074,8.801023931
,,,,,,
6.607485939,22.2337837,13.87141455,12.59357153,21.72414859,7.481668297,11.55038201
,,,,,,
3.416072532,2.017339136,1.477105013,1.039169218,1.978634231,1.03511918,2.248566963
,,,,,,
18.16119603,43.12357245,34.30066281,26.86887619,53.07133943,28.11369961,36.26864641
,,,,,,
4.639796781,20.09630664,17.98192865,18.13476634,24.77624694,16.39951548,15.2074176
,,,,,,
4.953469649,12.53151868,7.514507353,8.369020188,12.04754244,6.963067861,5.785777947
,,,,,,
4.573073027,12.29702631,7.131568096,11.56471885,12.60040872,6.546952244,12.2033649
,,,,,,
27.62919448,42.72547382,34.88278595,34.22001264,63.04919472,34.17937813,32.00786623
,,,,,,
4.207727392,5.123840226,5.484064391,4.106803958,9.352822814,2.838804489,2.477078705
,,,,,,
2.344256691,6.48860989,4.35100487,5.459748185,4.453556267,2.972775211,4.835023821
,,,,,,
11.29479925,21.47370436,13.50823978,8.276217522,21.78153955,7.799002624,15.43671593
,,,,,,
11.83940021,38.75372582,29.74938192,35.1479771,69.31303286,30.3463828,35.86446606
,,,,,,
2.45631616,5.427537008,4.030731853,2.566545921,6.354381486,3.11648917,4.062185302
,,,,,,
27.52876352,38.08329929,30.75926703,34.61522606,75.68273891,30.23074293,32.51990356
,,,,,,
6.61122891,25.5396283,16.98494501,15.74797258,21.1038596,13.32308203,17.12820944
,,,,,,
7.342550746,7.454735665,7.152713486,6.798979511,10.58432918,5.405037616,6.600061099
,,,,,,
0.506702359,5.118805551,3.27231421,3.842732558,7.154602541,3.38484016,4.868776125
,,,,,,
12.27627474,19.80821394,15.19646112,13.17870715,18.94277998,12.36059178,14.52879773
,,,,,,
2.525546656,2.707861797,4.018989046,1.560912459,4.922738276,1.774926026,3.121511339
,,,,,,
6.633567185,5.225260728,3.954671725,3.878352746,8.541988866,2.92818643,3.182595108
,,,,,,
1.562415103,7.082369468,3.67583566,3.597390254,6.653864515,4.114246076,4.238748946
,,,,,,
1.355445745,1.459088181,1.164978611,1.060495523,1.489568122,0.466402449,2.18155842
,,,,,,
10.55623406,11.46599229,8.596456232,6.417704029,15.32689501,6.00103598,6.566613123
,,,,,,
9.131933683,14.0130575,10.44876515,10.38400227,20.99118904,9.981898569,10.33794092
,,,,,,
