,Makespan,Mean Flow Time,Mean Weighted Tardiness,Max Weighted Tardiness,No. Tardy Jobs P1,No. Tardy Jobs P2,No. Tardy Jobs P3,Mean WIP,Early_Term
0,17706.33825512192,263.7053566006799,0.14755076169146777,144.63078199936768,0.0,0.0,0.0,31.28296648980756,0.0
