Machine,Job,Type,Makespan,Processing Time,Setup,Time,Priority
0,job1547,2,2367.5,7.5,0.0,2360.0,1
4,job1540,2,2370.3999999999987,8.3,0.8,2362.0999999999985,3
2,job1558,1,2370.5,6.75,0.0,2363.75,3
3,job1516,2,2373.575,8.125,0.625,2365.45,3
0,job1548,2,2375.0,7.5,0.0,2367.5,1
4,job1416,3,2376.199999999999,5.8,0.8,2370.3999999999987,1
2,job1051,1,2377.25,6.75,0.0,2370.5,10
1,job1508,2,2381.0,7.5,0.0,2373.5,10
3,job1551,2,2381.075,7.5,0.0,2373.575,1
4,job1542,2,2384.499999999999,8.3,0.8,2376.199999999999,3
0,job1537,2,2384.0,7.5,0.0,2376.5,1
2,job1567,1,2384.0,6.75,0.0,2377.25,1
1,job1419,3,2386.0,5.0,0.0,2381.0,1
3,job1555,2,2388.575,7.5,0.0,2381.075,1
0,job1559,2,2391.5,7.5,0.0,2384.0,1
2,job1060,1,2390.75,6.75,0.0,2384.0,10
4,job1458,3,2390.2999999999993,5.8,0.8,2384.499999999999,1
1,job1198,3,2393.0,5.0,0.0,2388.0,3
3,job1563,2,2396.075,7.5,0.0,2388.575,1
4,job1471,3,2395.2999999999993,5.0,0.0,2390.2999999999993,1
2,job1571,1,2397.5,6.75,0.0,2390.75,1
0,job1562,2,2399.0,7.5,0.0,2391.5,1
4,job1414,3,2400.2999999999993,5.0,0.0,2395.2999999999993,3
3,job1569,2,2403.575,7.5,0.0,2396.075,1
2,job1575,1,2404.25,6.75,0.0,2397.5,3
0,job1554,2,2406.5,7.5,0.0,2399.0,1
4,job1560,2,2408.5999999999995,8.3,0.8,2400.2999999999993,3
1,job1531,2,2408.5,7.5,0.0,2401.0,10
3,job1527,2,2411.075,7.5,0.0,2403.575,3
2,job1077,1,2411.0,6.75,0.0,2404.25,10
0,job1572,2,2414.0,7.5,0.0,2406.5,1
1,job1561,2,2416.0,7.5,0.0,2408.5,10
4,job1438,3,2414.3999999999996,5.8,0.8,2408.5999999999995,1
2,job1581,1,2417.75,6.75,0.0,2411.0,1
3,job1534,2,2418.575,7.5,0.0,2411.075,3
0,job1583,1,2420.75,6.75,0.0,2414.0,1
4,job1549,2,2422.7,8.3,0.8,2414.3999999999996,3
2,job1586,1,2424.5,6.75,0.0,2417.75,1
3,job1541,2,2426.075,7.5,0.0,2418.575,3
0,job1580,2,2428.875,8.125,0.625,2420.75,1
1,job1443,3,2426.5,5.0,0.0,2421.5,3
4,job1479,3,2428.5,5.8,0.8,2422.7,1
2,job1591,1,2431.25,6.75,0.0,2424.5,1
3,job1579,2,2433.575,7.5,0.0,2426.075,1
4,job1463,3,2433.5,5.0,0.0,2428.5,3
0,job1587,1,2435.625,6.75,0.0,2428.875,1
2,job1094,1,2438.0,6.75,0.0,2431.25,10
1,job1589,2,2439.5,7.5,0.0,2432.0,10
4,job1456,3,2438.5,5.0,0.0,2433.5,1
3,job1570,1,2440.95,7.375,0.625,2433.575,1
2,job1606,1,2444.75,6.75,0.0,2438.0,3
4,job1486,3,2443.5,5.0,0.0,2438.5,3
3,job1577,1,2447.7,6.75,0.0,2440.95,1
1,job1510,2,2450.5,7.5,0.0,2443.0,10
4,job1460,3,2448.5,5.0,0.0,2443.5,1
2,job1609,1,2451.5,6.75,0.0,2444.75,3
0,job1596,2,2455.0,7.5,0.0,2447.5,1
3,job1582,1,2454.45,6.75,0.0,2447.7,1
4,job1511,3,2453.5,5.0,0.0,2448.5,1
1,job1472,3,2455.5,5.0,0.0,2450.5,3
2,job1613,1,2458.25,6.75,0.0,2451.5,1
4,job1500,3,2458.5,5.0,0.0,2453.5,3
3,job1598,2,2462.575,8.125,0.625,2454.45,1
0,job1597,2,2462.5,7.5,0.0,2455.0,1
2,job1620,1,2465.0,6.75,0.0,2458.25,1
4,job1480,3,2463.5,5.0,0.0,2458.5,1
0,job1603,2,2470.0,7.5,0.0,2462.5,1
3,job1601,2,2470.075,7.5,0.0,2462.575,1
4,job1484,3,2468.5,5.0,0.0,2463.5,3
2,job1612,1,2471.75,6.75,0.0,2465.0,3
4,job1481,3,2473.5,5.0,0.0,2468.5,1
0,job1593,2,2477.5,7.5,0.0,2470.0,1
3,job1610,2,2477.575,7.5,0.0,2470.075,1
2,job1627,1,2478.5,6.75,0.0,2471.75,1
4,job1507,3,2478.5,5.0,0.0,2473.5,3
0,job1615,2,2485.0,7.5,0.0,2477.5,1
3,job1625,2,2485.075,7.5,0.0,2477.575,1
2,job1096,1,2485.25,6.75,0.0,2478.5,10
4,job1522,3,2483.5,5.0,0.0,2478.5,1
1,job1476,3,2485.5,5.0,0.0,2480.5,3
4,job1608,2,2491.8,8.3,0.8,2483.5,3
3,job1626,2,2492.575,7.5,0.0,2485.075,1
2,job1098,1,2492.0,6.75,0.0,2485.25,10
1,job1604,2,2495.5,7.5,0.0,2488.0,10
4,job1490,3,2497.6000000000004,5.8,0.8,2491.8,1
2,job1637,1,2498.75,6.75,0.0,2492.0,3
3,job1605,1,2499.95,7.375,0.625,2492.575,1
1,job1514,3,2500.5,5.0,0.0,2495.5,3
0,job1635,2,2504.5,7.5,0.0,2497.0,1
4,job1624,2,2505.9000000000005,8.3,0.8,2497.6000000000004,3
2,job1647,1,2505.5,6.75,0.0,2498.75,1
3,job1614,1,2506.7,6.75,0.0,2499.95,1
1,job1616,2,2510.5,7.5,0.0,2503.0,10
0,job1638,2,2512.0,7.5,0.0,2504.5,1
2,job1650,1,2512.25,6.75,0.0,2505.5,3
4,job1509,3,2511.7000000000007,5.8,0.8,2505.9000000000005,1
3,job1590,2,2514.825,8.125,0.625,2506.7,3
4,job1628,2,2520.000000000001,8.3,0.8,2511.7000000000007,3
1,job1523,3,2517.0,5.0,0.0,2512.0,3
2,job1651,1,2519.0,6.75,0.0,2512.25,3
0,job1640,2,2520.5,7.5,0.0,2513.0,1
3,job1634,2,2522.325,7.5,0.0,2514.825,1
1,job1524,3,2522.0,5.0,0.0,2517.0,1
2,job1131,1,2525.75,6.75,0.0,2519.0,10
4,job1518,3,2525.800000000001,5.8,0.8,2520.000000000001,1
0,job1643,2,2528.0,7.5,0.0,2520.5,1
1,job1619,2,2529.5,7.5,0.0,2522.0,3
3,job1639,2,2529.825,7.5,0.0,2522.325,1
2,job1666,1,2532.5,6.75,0.0,2525.75,1
4,job1611,2,2534.1000000000013,8.3,0.8,2525.800000000001,3
0,job1654,2,2535.5,7.5,0.0,2528.0,1
1,job1528,3,2534.5,5.0,0.0,2529.5,3
3,job1649,2,2537.325,7.5,0.0,2529.825,1
2,job1663,1,2539.25,6.75,0.0,2532.5,3
4,job1599,3,2539.9000000000015,5.8,0.8,2534.1000000000013,3
0,job1658,2,2543.0,7.5,0.0,2535.5,1
3,job1662,2,2544.825,7.5,0.0,2537.325,1
2,job1664,1,2546.0,6.75,0.0,2539.25,3
4,job1622,2,2548.2000000000016,8.3,0.8,2539.9000000000015,3
0,job1655,2,2550.5,7.5,0.0,2543.0,1
1,job1621,2,2550.5,7.5,0.0,2543.0,10
3,job1648,1,2552.2,7.375,0.625,2544.825,1
2,job1197,1,2552.75,6.75,0.0,2546.0,10
4,job1539,3,2554.000000000002,5.8,0.8,2548.2000000000016,1
0,job1675,2,2558.0,7.5,0.0,2550.5,1
3,job1652,1,2558.95,6.75,0.0,2552.2,1
2,job1682,1,2559.5,6.75,0.0,2552.75,1
1,job1641,2,2560.5,7.5,0.0,2553.0,10
4,job1630,2,2562.300000000002,8.3,0.8,2554.000000000002,3
0,job1680,2,2565.5,7.5,0.0,2558.0,1
3,job1670,2,2567.075,8.125,0.625,2558.95,1
2,job1685,1,2566.25,6.75,0.0,2559.5,3
1,job1538,2,2568.0,7.5,0.0,2560.5,10
4,job1553,3,2568.100000000002,5.8,0.8,2562.300000000002,1
2,job1201,1,2573.0,6.75,0.0,2566.25,10
3,job1644,2,2574.575,7.5,0.0,2567.075,3
1,job1557,3,2573.0,5.0,0.0,2568.0,1
4,job1656,2,2576.4000000000024,8.3,0.8,2568.100000000002,3
2,job1693,1,2579.75,6.75,0.0,2573.0,3
1,job1594,2,2581.3,8.3,0.8,2573.0,10
0,job1688,2,2580.5,7.5,0.0,2573.0,1
3,job1657,2,2582.075,7.5,0.0,2574.575,3
4,job1568,3,2582.2000000000025,5.8,0.8,2576.4000000000024,1
2,job1702,1,2586.5,6.75,0.0,2579.75,1
1,job1661,2,2588.8,7.5,0.0,2581.3,10
3,job1665,2,2589.575,7.5,0.0,2582.075,3
4,job1674,2,2590.5000000000027,8.3,0.8,2582.2000000000025,3
2,job1227,1,2593.25,6.75,0.0,2586.5,10
1,job1671,2,2596.3,7.5,0.0,2588.8,10
0,job1701,2,2596.5,7.5,0.0,2589.0,1
3,job1694,2,2597.075,7.5,0.0,2589.575,1
4,job1566,3,2596.300000000003,5.8,0.8,2590.5000000000027,1
2,job1257,1,2600.0,6.75,0.0,2593.25,10
1,job1564,3,2602.1000000000004,5.8,0.8,2596.3,3
4,job1687,2,2604.600000000003,8.3,0.8,2596.300000000003,3
3,job1679,2,2604.575,7.5,0.0,2597.075,3
2,job1715,1,2606.75,6.75,0.0,2600.0,1
1,job1669,2,2609.6000000000004,7.5,0.0,2602.1000000000004,10
0,job1703,2,2611.0,7.5,0.0,2603.5,1
3,job1706,2,2612.075,7.5,0.0,2604.575,1
4,job1584,3,2610.4000000000033,5.8,0.8,2604.600000000003,1
2,job1719,1,2613.5,6.75,0.0,2606.75,1
1,job1676,2,2617.1000000000004,7.5,0.0,2609.6000000000004,10
4,job1578,3,2615.4000000000033,5.0,0.0,2610.4000000000033,1
0,job1713,2,2618.5,7.5,0.0,2611.0,1
3,job1709,2,2619.575,7.5,0.0,2612.075,1
2,job1720,1,2620.25,6.75,0.0,2613.5,1
4,job1700,2,2623.7000000000035,8.3,0.8,2615.4000000000033,3
1,job1681,2,2624.6000000000004,7.5,0.0,2617.1000000000004,10
0,job1684,2,2626.0,7.5,0.0,2618.5,3
3,job1714,2,2627.075,7.5,0.0,2619.575,1
2,job1727,1,2627.0,6.75,0.0,2620.25,1
4,job1585,3,2629.5000000000036,5.8,0.8,2623.7000000000035,1
1,job1692,2,2632.1000000000004,7.5,0.0,2624.6000000000004,10
0,job1725,2,2633.5,7.5,0.0,2626.0,1
2,job1730,1,2633.75,6.75,0.0,2627.0,1
3,job1697,1,2634.45,7.375,0.625,2627.075,1
4,job1724,2,2637.800000000004,8.3,0.8,2629.5000000000036,3
1,job1588,3,2637.9000000000005,5.8,0.8,2632.1000000000004,1
2,job1722,1,2640.5,6.75,0.0,2633.75,3
3,job1723,2,2642.575,8.125,0.625,2634.45,1
4,job1595,3,2643.600000000004,5.8,0.8,2637.800000000004,1
1,job1699,2,2645.4000000000005,7.5,0.0,2637.9000000000005,10
2,job1736,1,2647.25,6.75,0.0,2640.5,1
3,job1689,2,2650.075,7.5,0.0,2642.575,3
4,job1602,3,2648.600000000004,5.0,0.0,2643.600000000004,1
0,job1716,2,2653.5,7.5,0.0,2646.0,1
2,job1728,1,2654.0,6.75,0.0,2647.25,3
1,job1592,3,2653.0,5.0,0.0,2648.0,3
4,job1623,3,2653.600000000004,5.0,0.0,2648.600000000004,1
3,job1695,2,2657.575,7.5,0.0,2650.075,3
1,job1677,2,2660.5,7.5,0.0,2653.0,10
4,job1653,3,2658.600000000004,5.0,0.0,2653.600000000004,1
2,job1738,1,2660.75,6.75,0.0,2654.0,3
3,job1737,2,2665.075,7.5,0.0,2657.575,1
4,job1740,2,2666.900000000004,8.3,0.8,2658.600000000004,3
1,job1734,2,2668.0,7.5,0.0,2660.5,10
2,job1748,1,2667.5,6.75,0.0,2660.75,1
0,job1745,2,2671.0,7.5,0.0,2663.5,1
3,job1742,2,2672.575,7.5,0.0,2665.075,1
4,job1659,3,2672.7000000000044,5.8,0.8,2666.900000000004,1
2,job1751,1,2674.25,6.75,0.0,2667.5,1
1,job1617,3,2674.0,5.0,0.0,2669.0,1
0,job1755,1,2677.75,6.75,0.0,2671.0,1
3,job1733,2,2680.075,7.5,0.0,2672.575,1
4,job1743,2,2681.0000000000045,8.3,0.8,2672.7000000000044,3
1,job1600,3,2679.0,5.0,0.0,2674.0,3
2,job1741,1,2681.0,6.75,0.0,2674.25,3
0,job1757,1,2684.5,6.75,0.0,2677.75,1
1,job1735,2,2687.3,8.3,0.8,2679.0,10
3,job1718,2,2687.575,7.5,0.0,2680.075,3
2,job1754,1,2687.75,6.75,0.0,2681.0,3
4,job1696,3,2686.8000000000047,5.8,0.8,2681.0000000000045,1
4,job1632,3,2691.8000000000047,5.0,0.0,2686.8000000000047,1
0,job1771,1,2693.75,6.75,0.0,2687.0,1
1,job1711,2,2694.8,7.5,0.0,2687.3,10
3,job1729,2,2695.075,7.5,0.0,2687.575,3
2,job1767,1,2694.5,6.75,0.0,2687.75,1
4,job1607,3,2696.8000000000047,5.0,0.0,2691.8000000000047,3
2,job1761,1,2701.25,6.75,0.0,2694.5,3
1,job1474,3,2700.6000000000004,5.8,0.8,2694.8,10
3,job1758,2,2702.575,7.5,0.0,2695.075,1
4,job1633,3,2701.8000000000047,5.0,0.0,2696.8000000000047,1
0,job1762,2,2705.5,7.5,0.0,2698.0,1
1,job1739,2,2708.1000000000004,7.5,0.0,2700.6000000000004,10
2,job1778,1,2708.0,6.75,0.0,2701.25,1
4,job1704,3,2706.8000000000047,5.0,0.0,2701.8000000000047,1
3,job1732,2,2710.075,7.5,0.0,2702.575,3
0,job1763,2,2713.0,7.5,0.0,2705.5,1
4,job1636,3,2711.8000000000047,5.0,0.0,2706.8000000000047,1
2,job1769,1,2714.75,6.75,0.0,2708.0,3
1,job1721,2,2715.6000000000004,7.5,0.0,2708.1000000000004,10
3,job1753,1,2717.45,7.375,0.625,2710.075,1
4,job1631,3,2716.8000000000047,5.0,0.0,2711.8000000000047,3
0,job1746,2,2720.5,7.5,0.0,2713.0,1
2,job1785,1,2721.5,6.75,0.0,2714.75,3
1,job1645,3,2720.6000000000004,5.0,0.0,2715.6000000000004,1
4,job1667,3,2721.8000000000047,5.0,0.0,2716.8000000000047,3
3,job1759,1,2724.2,6.75,0.0,2717.45,1
0,job1764,2,2728.0,7.5,0.0,2720.5,1
1,job1726,2,2728.9000000000005,8.3,0.8,2720.6000000000004,10
2,job1790,1,2728.25,6.75,0.0,2721.5,3
4,job1678,3,2726.8000000000047,5.0,0.0,2721.8000000000047,3
3,job1773,1,2730.95,6.75,0.0,2724.2,1
4,job1646,3,2731.8000000000047,5.0,0.0,2726.8000000000047,3
0,job1775,2,2735.5,7.5,0.0,2728.0,1
2,job1261,1,2735.0,6.75,0.0,2728.25,10
1,job1668,3,2733.9000000000005,5.0,0.0,2728.9000000000005,10
3,job1744,2,2739.075,8.125,0.625,2730.95,3
4,job1686,3,2736.8000000000047,5.0,0.0,2731.8000000000047,3
1,job1482,3,2738.9000000000005,5.0,0.0,2733.9000000000005,10
2,job1803,1,2741.75,6.75,0.0,2735.0,1
0,job1765,2,2743.0,7.5,0.0,2735.5,1
4,job1429,3,2741.8000000000047,5.0,0.0,2736.8000000000047,10
3,job1794,1,2746.45,7.375,0.625,2739.075,1
2,job1263,1,2748.5,6.75,0.0,2741.75,10
4,job1777,2,2749.3000000000047,7.5,0.0,2741.8000000000047,1
0,job1768,2,2750.5,7.5,0.0,2743.0,1
3,job1799,1,2753.2,6.75,0.0,2746.45,1
2,job1807,1,2755.25,6.75,0.0,2748.5,1
4,job1731,3,2754.3000000000047,5.0,0.0,2749.3000000000047,1
0,job1783,2,2758.0,7.5,0.0,2750.5,1
1,job1707,3,2756.5,5.0,0.0,2751.5,10
3,job1789,2,2761.325,8.125,0.625,2753.2,1
4,job1784,2,2761.8000000000047,7.5,0.0,2754.3000000000047,1
2,job1808,1,2762.0,6.75,0.0,2755.25,1
0,job1776,2,2765.5,7.5,0.0,2758.0,1
3,job1806,2,2768.825,7.5,0.0,2761.325,1
4,job1672,3,2767.600000000005,5.8,0.8,2761.8000000000047,1
2,job1817,1,2768.75,6.75,0.0,2762.0,1
0,job1797,2,2773.0,7.5,0.0,2765.5,1
4,job1791,2,2775.100000000005,7.5,0.0,2767.600000000005,1
2,job1820,1,2775.5,6.75,0.0,2768.75,1
3,job1811,2,2776.325,7.5,0.0,2768.825,1
0,job1782,2,2780.5,7.5,0.0,2773.0,1
1,job1798,2,2780.5,7.5,0.0,2773.0,10
4,job1660,3,2780.900000000005,5.8,0.8,2775.100000000005,3
2,job1828,1,2782.25,6.75,0.0,2775.5,1
3,job1781,2,2783.825,7.5,0.0,2776.325,3
1,job1504,3,2786.3,5.8,0.8,2780.5,10
4,job1812,2,2789.2000000000053,8.3,0.8,2780.900000000005,1
0,job1824,2,2789.0,7.5,0.0,2781.5,1
2,job1836,1,2789.0,6.75,0.0,2782.25,1
3,job1786,2,2791.325,7.5,0.0,2783.825,3
1,job1546,3,2791.3,5.0,0.0,2786.3,10
0,job1822,2,2796.5,7.5,0.0,2789.0,1
2,job1839,1,2795.75,6.75,0.0,2789.0,1
4,job1673,3,2795.0000000000055,5.8,0.8,2789.2000000000053,3
1,job1565,3,2796.3,5.0,0.0,2791.3,10
3,job1770,2,2798.825,7.5,0.0,2791.325,3
4,job1826,2,2803.3000000000056,8.3,0.8,2795.0000000000055,3
2,job1840,1,2802.5,6.75,0.0,2795.75,1
1,job1800,2,2803.8,7.5,0.0,2796.3,10
0,job1841,1,2803.875,7.375,0.625,2796.5,1
3,job1827,2,2806.325,7.5,0.0,2798.825,1
2,job1843,1,2809.25,6.75,0.0,2802.5,1
4,job1710,3,2809.100000000006,5.8,0.8,2803.3000000000056,1
1,job1801,2,2811.3,7.5,0.0,2803.8,10
0,job1833,2,2811.375,7.5,0.0,2803.875,1
3,job1809,1,2813.7,7.375,0.625,2806.325,1
4,job1831,2,2817.400000000006,8.3,0.8,2809.100000000006,3
2,job1819,1,2816.0,6.75,0.0,2809.25,3
1,job1573,3,2816.3,5.0,0.0,2811.3,10
0,job1842,2,2818.875,7.5,0.0,2811.375,1
3,job1818,1,2820.45,6.75,0.0,2813.7,1
2,job1857,1,2822.75,6.75,0.0,2816.0,1
1,job1705,3,2821.3,5.0,0.0,2816.3,3
4,job1698,3,2823.200000000006,5.8,0.8,2817.400000000006,3
0,job1823,2,2826.375,7.5,0.0,2818.875,1
3,job1805,2,2828.575,8.125,0.625,2820.45,3
1,job1618,3,2826.3,5.0,0.0,2821.3,10
2,job1859,1,2829.5,6.75,0.0,2822.75,3
4,job1838,2,2831.5000000000064,8.3,0.8,2823.200000000006,3
0,job1854,2,2833.875,7.5,0.0,2826.375,1
1,job1398,3,2832.0,5.0,0.0,2827.0,1
3,job1845,2,2836.075,7.5,0.0,2828.575,1
2,job1867,1,2836.25,6.75,0.0,2829.5,3
4,job1717,3,2837.3000000000065,5.8,0.8,2831.5000000000064,1
0,job1856,2,2841.375,7.5,0.0,2833.875,1
1,job1475,3,2840.5,5.0,0.0,2835.5,3
3,job1858,2,2843.575,7.5,0.0,2836.075,1
2,job1868,1,2843.0,6.75,0.0,2836.25,3
4,job1825,2,2845.6000000000067,8.3,0.8,2837.3000000000065,1
1,job1747,2,2848.0,7.5,0.0,2840.5,10
2,job1871,1,2849.75,6.75,0.0,2843.0,3
0,job1849,2,2850.5,7.5,0.0,2843.0,1
3,job1861,2,2851.075,7.5,0.0,2843.575,1
4,job1752,3,2851.400000000007,5.8,0.8,2845.6000000000067,1
2,job1875,1,2856.5,6.75,0.0,2849.75,3
0,job1864,2,2858.0,7.5,0.0,2850.5,1
3,job1866,1,2858.45,7.375,0.625,2851.075,1
4,job1852,2,2859.700000000007,8.3,0.8,2851.400000000007,3
2,job1877,1,2863.25,6.75,0.0,2856.5,3
1,job1756,3,2862.5,5.0,0.0,2857.5,1
0,job1873,2,2865.5,7.5,0.0,2858.0,1
3,job1869,1,2865.2,6.75,0.0,2858.45,1
4,job1780,3,2865.5000000000073,5.8,0.8,2859.700000000007,3
1,job1749,2,2870.0,7.5,0.0,2862.5,10
2,job1294,1,2870.0,6.75,0.0,2863.25,10
3,job1876,2,2873.325,8.125,0.625,2865.2,1
0,job1855,2,2873.0,7.5,0.0,2865.5,1
4,job1870,2,2873.8000000000075,8.3,0.8,2865.5000000000073,3
2,job1886,1,2876.75,6.75,0.0,2870.0,1
3,job1835,1,2880.7,7.375,0.625,2873.325,3
0,job1862,2,2881.0,7.5,0.0,2873.5,1
4,job1760,3,2879.6000000000076,5.8,0.8,2873.8000000000075,1
1,job1642,3,2880.0,5.0,0.0,2875.0,10
2,job1298,1,2883.5,6.75,0.0,2876.75,10
4,job1788,3,2884.6000000000076,5.0,0.0,2879.6000000000076,3
1,job1816,2,2887.5,7.5,0.0,2880.0,10
3,job1881,1,2887.45,6.75,0.0,2880.7,1
0,job1883,2,2888.5,7.5,0.0,2881.0,1
2,job1891,1,2890.25,6.75,0.0,2883.5,3
4,job1880,2,2892.900000000008,8.3,0.8,2884.6000000000076,3
3,job1860,1,2894.2,6.75,0.0,2887.45,3
0,job1887,2,2896.0,7.5,0.0,2888.5,1
2,job1893,1,2897.0,6.75,0.0,2890.25,1
4,job1766,3,2898.700000000008,5.8,0.8,2892.900000000008,1
3,job1889,2,2902.325,8.125,0.625,2894.2,1
1,job1793,3,2900.5,5.0,0.0,2895.5,10
0,job1892,2,2903.5,7.5,0.0,2896.0,1
2,job1895,1,2903.75,6.75,0.0,2897.0,1
4,job1779,3,2903.700000000008,5.0,0.0,2898.700000000008,3
3,job1865,1,2909.7,7.375,0.625,2902.325,3
0,job1894,2,2911.0,7.5,0.0,2903.5,1
4,job1787,3,2908.700000000008,5.0,0.0,2903.700000000008,10
2,job1311,1,2910.5,6.75,0.0,2903.75,10
4,job1792,3,2913.700000000008,5.0,0.0,2908.700000000008,1
3,job1890,2,2917.825,8.125,0.625,2909.7,3
2,job1318,1,2917.25,6.75,0.0,2910.5,10
1,job1821,3,2916.0,5.0,0.0,2911.0,10
4,job1804,3,2918.700000000008,5.0,0.0,2913.700000000008,10
2,job1904,1,2924.0,6.75,0.0,2917.25,3
3,job1897,2,2925.325,7.5,0.0,2917.825,1
4,job1796,3,2923.700000000008,5.0,0.0,2918.700000000008,1
4,job1814,3,2928.700000000008,5.0,0.0,2923.700000000008,1
2,job1909,1,2930.75,6.75,0.0,2924.0,1
3,job1905,2,2932.825,7.5,0.0,2925.325,1
4,job1907,2,2937.000000000008,8.3,0.8,2928.700000000008,10
2,job1912,1,2937.5,6.75,0.0,2930.75,3
3,job1896,2,2940.325,7.5,0.0,2932.825,3
1,job1802,2,2942.5,7.5,0.0,2935.0,10
4,job1815,3,2942.8000000000084,5.8,0.8,2937.000000000008,1
2,job1913,1,2944.25,6.75,0.0,2937.5,3
3,job1908,2,2947.825,7.5,0.0,2940.325,1
4,job1911,2,2951.1000000000085,8.3,0.8,2942.8000000000084,3
2,job1922,1,2951.0,6.75,0.0,2944.25,1
1,job1900,3,2951.0,5.0,0.0,2946.0,10
3,job1923,1,2955.2,7.375,0.625,2947.825,1
2,job1331,1,2957.75,6.75,0.0,2951.0,10
1,job1829,2,2958.5,7.5,0.0,2951.0,10
4,job1830,3,2956.9000000000087,5.8,0.8,2951.1000000000085,1
0,job1918,2,2962.5,7.5,0.0,2955.0,1
3,job1914,2,2963.325,8.125,0.625,2955.2,3
4,job1832,3,2961.9000000000087,5.0,0.0,2956.9000000000087,1
2,job1342,1,2964.5,6.75,0.0,2957.75,10
1,job1846,2,2967.0,7.5,0.0,2959.5,10
4,job1834,3,2966.9000000000087,5.0,0.0,2961.9000000000087,1
0,job1919,2,2970.0,7.5,0.0,2962.5,1
3,job1920,2,2970.825,7.5,0.0,2963.325,1
2,job1362,1,2971.25,6.75,0.0,2964.5,10
4,job1884,3,2971.9000000000087,5.0,0.0,2966.9000000000087,1
0,job1927,2,2977.5,7.5,0.0,2970.0,1
3,job1928,2,2978.325,7.5,0.0,2970.825,1
2,job1375,1,2978.0,6.75,0.0,2971.25,10
4,job1879,3,2976.9000000000087,5.0,0.0,2971.9000000000087,3
1,job1813,2,2982.5,7.5,0.0,2975.0,10
4,job1844,3,2981.9000000000087,5.0,0.0,2976.9000000000087,1
0,job1931,2,2985.0,7.5,0.0,2977.5,1
2,job1389,1,2984.75,6.75,0.0,2978.0,10
3,job1932,2,2985.825,7.5,0.0,2978.325,1
4,job1936,2,2990.200000000009,8.3,0.8,2981.9000000000087,1
2,job1433,1,2991.5,6.75,0.0,2984.75,10
0,job1915,2,2992.5,7.5,0.0,2985.0,1
3,job1933,2,2993.325,7.5,0.0,2985.825,1
4,job1850,3,2996.000000000009,5.8,0.8,2990.200000000009,1
2,job1945,1,2998.25,6.75,0.0,2991.5,1
3,job1921,2,3000.825,7.5,0.0,2993.325,3
0,job1940,2,3001.5,7.5,0.0,2994.0,1
1,job1926,3,3001.0,5.0,0.0,2996.0,10
4,job1917,2,3004.3000000000093,8.3,0.8,2996.000000000009,3
2,job1949,1,3005.0,6.75,0.0,2998.25,3
3,job1944,2,3008.325,7.5,0.0,3000.825,1
1,job1899,2,3008.5,7.5,0.0,3001.0,10
0,job1943,2,3009.0,7.5,0.0,3001.5,1
4,job1851,3,3010.1000000000095,5.8,0.8,3004.3000000000093,1
2,job1950,1,3011.75,6.75,0.0,3005.0,3
3,job1810,2,3015.825,7.5,0.0,3008.325,10
1,job1878,2,3016.0,7.5,0.0,3008.5,10
0,job1946,2,3016.5,7.5,0.0,3009.0,1
4,job1924,2,3018.4000000000096,8.3,0.8,3010.1000000000095,3
2,job1461,1,3018.5,6.75,0.0,3011.75,10
3,job1937,2,3023.325,7.5,0.0,3015.825,3
1,job1882,2,3023.5,7.5,0.0,3016.0,10
0,job1952,2,3024.0,7.5,0.0,3016.5,1
4,job1872,3,3024.20000000001,5.8,0.8,3018.4000000000096,1
2,job1957,1,3025.25,6.75,0.0,3018.5,1
3,job1942,2,3030.825,7.5,0.0,3023.325,3
1,job1930,2,3031.0,7.5,0.0,3023.5,10
0,job1956,2,3031.5,7.5,0.0,3024.0,1
4,job1953,2,3032.50000000001,8.3,0.8,3024.20000000001,3
2,job1960,1,3032.0,6.75,0.0,3025.25,1
3,job1947,2,3038.325,7.5,0.0,3030.825,3
1,job1955,2,3038.5,7.5,0.0,3031.0,10
0,job1958,2,3039.0,7.5,0.0,3031.5,1
2,job1496,1,3038.75,6.75,0.0,3032.0,10
4,job1874,3,3038.30000000001,5.8,0.8,3032.50000000001,1
4,job1885,3,3043.30000000001,5.0,0.0,3038.30000000001,1
3,job1959,2,3045.825,7.5,0.0,3038.325,1
1,job1903,2,3046.0,7.5,0.0,3038.5,10
2,job1973,1,3045.5,6.75,0.0,3038.75,1
0,job1962,2,3046.5,7.5,0.0,3039.0,1
4,job1888,3,3048.30000000001,5.0,0.0,3043.30000000001,1
2,job1976,1,3052.25,6.75,0.0,3045.5,3
3,job1961,2,3053.325,7.5,0.0,3045.825,1
0,job1965,2,3054.0,7.5,0.0,3046.5,1
4,job1901,3,3053.30000000001,5.0,0.0,3048.30000000001,1
2,job1981,1,3059.0,6.75,0.0,3052.25,1
4,job1906,3,3058.30000000001,5.0,0.0,3053.30000000001,1
3,job1954,2,3060.825,7.5,0.0,3053.325,3
0,job1978,2,3061.5,7.5,0.0,3054.0,1
1,job1938,2,3063.5,7.5,0.0,3056.0,10
4,job1925,3,3063.30000000001,5.0,0.0,3058.30000000001,3
2,job1986,1,3065.75,6.75,0.0,3059.0,1
3,job1974,2,3068.325,7.5,0.0,3060.825,1
4,job1902,3,3068.30000000001,5.0,0.0,3063.30000000001,3
1,job1948,2,3071.0,7.5,0.0,3063.5,10
2,job1989,1,3072.5,6.75,0.0,3065.75,1
4,job1984,2,3076.6000000000104,8.3,0.8,3068.30000000001,3
