-2.338591406838977,-1.2956506262407639,-2.0233987012301995,-1.7169104017270707,-1.9373987883351262,-1.0476667727603148,-1.2143328306327568,-1.5850594095764765,-1.5936763618758325,-1.4320191128795712
-2.2299758494397737,-1.6492737496708867,-2.273428075284659,-2.0233937334477687,-1.88349639782997,-1.5280455276828342,-0.9915608385758661,-0.9351997675250772,-1.3578377985121148,-0.589848430285475
-1.8706000186766991,-1.664778663299032,-2.224301752303591,-1.8872562898468472,-1.7626221355700233,-1.6487445191399035,-1.4494525901545725,-1.45980999032707,-1.5388147146668527,-0.9753142100794494
-1.5278806411842072,-1.517788505372406,-1.874789462603792,-2.0748854236776473,-2.1384545596492353,-1.5636849586705297,-1.5004561069591,-0.7087864986257616,-0.846731671563306,-1.347625856243373
-1.7645899407097505,-1.5578401677069453,-2.0307616155221195,-1.6662470520921417,-0.9091370286271735,-1.9070029772316124,-1.14808207773717,-1.3330170798707222,-1.032193860157544,-0.9809411552010778
-1.2035467815305052,-1.4256741990468202,-1.137876920265989,-1.2218404672246943,-1.6352313598085804,-0.037356529718078874,-0.23779144210588465,-1.292603009366911,-1.5208399677319864,-2.018912334978601
-2.227559041197976,-2.1768639924106576,-2.0607062264234965,-1.7627678591245226,-1.8701579737099787,-1.2926334057483255,-1.2340971435947923,-1.2593128110152216,-1.4650206848855303,-2.0144238938262413
-2.1837646225979763,-2.1583579908759485,-2.235116955950657,-1.2484583240597595,-1.7913575001434168,-1.4867014454629535,-0.9933239210066641,-0.173092333085156,-1.405712248238571,-0.19465840063216788
-2.0989903367374714,-2.3813879000063674,-1.9548391931641453,-1.6632271387005135,-1.9363194829338237,-1.8918674591860187,-1.2270375764880899,-1.3200969367537843,-1.1965406467349515,-1.2989427511138871
-1.9145069164844963,-1.8033417199004496,-1.5025822688435837,-2.2476229719239393,-1.9694981501871154,-1.6517714627128302,-0.7743910861971542,-1.9975829122049764,-1.5002154038772022,-0.6331156674882972
-1.9575795086749403,-2.280920099956091,-2.2060257335258187,-1.2090023653671225,-1.8873256468559108,-0.7817676458099477,-1.583539692033822,-1.1179105185072071,-1.0990466490723936,-1.7682670026711513
-1.659494897254819,-1.0630790892469018,-1.5703499758666704,-1.4630342950105102,-1.6350666205916355,-1.4712317168617333,-1.8770177728566475,-2.0224124173157163,-1.3429176747452736,-1.134555215505798
-1.4556484658516977,-1.1155631192824662,-1.6824299046722209,-1.2717609503460834,-1.4479316645773337,-1.9456663787915442,-1.257087097309376,-1.219553776573249,-0.7812162165859802,-1.519581771405866
-1.3920776257830487,-0.8203404966228574,-1.052975810934553,-1.6905336546022722,-1.465072635617026,-1.1102383923467083,-1.2275985002664673,-1.4340873096486662,-0.9228921735800443,-0.8030066056323418
-1.9970837804157333,-2.1166968672143702,-2.002189371883363,-1.4335301835396357,-1.9493875070169855,-1.0479825956178346,-1.2737136063782935,-0.5332339825323128,-1.7037787860477007,-1.5614525989376151
-2.3697734478003953,-2.203687085692909,-2.041469915289259,-1.3350336385413082,-1.7748789959780575,-1.3355954843031812,-1.6882871029958284,-1.6972010290124744,-1.5582293417010213,-1.195991076664672
