Workcenter,Machine,Job,Type,Priority
3,3,job14971,1,1
1,1,job14872,1,1
3,0,job14853,2,1
1,0,job14912,2,3
5,1,job14524,1,3
1,2,job14922,2,10
3,4,job13585,3,1
1,3,job14163,3,1
3,2,job14981,1,1
3,3,job14991,1,1
3,4,job14883,2,3
5,1,job14192,3,1
1,2,job14932,2,3
2,1,job15001,3,3
2,0,job14873,1,1
3,2,job15011,1,1
4,1,job15021,2,10
4,0,job13574,3,3
1,1,job14442,1,1
3,1,job14513,2,10
4,1,job15031,2,10
1,1,job14942,1,3
2,1,job15041,3,10
5,0,job13734,1,1
1,0,job14952,2,3
3,1,job14733,2,10
5,1,job15002,3,3
1,2,job15022,2,10
2,1,job14443,1,1
3,4,job13575,3,3
3,3,job14913,2,3
1,1,job14622,1,1
5,1,job15042,3,10
1,0,job15032,2,10
5,1,job14222,3,1
2,1,job14943,1,3
3,4,job14933,2,3
1,1,job14982,1,1
4,0,job13694,3,1
1,3,job14193,3,1
4,2,job15051,2,1
5,1,job14444,1,1
3,3,job14953,2,3
5,0,job13824,1,1
4,2,job15061,2,3
1,2,job14223,3,1
2,0,job14623,1,1
4,1,job15081,2,10
5,1,job14944,1,3
2,1,job15071,3,3
1,0,job15052,2,1
3,1,job14833,2,10
1,1,job14692,1,1
2,0,job15091,3,1
3,4,job13695,3,1
3,0,job14893,2,1
2,0,job14983,1,1
3,1,job15033,2,10
4,1,job15101,2,10
1,2,job15082,2,10
2,0,job15111,3,1
5,1,job14382,3,1
1,1,job15012,1,1
5,1,job15072,3,3
1,0,job15062,2,3
4,2,job15121,2,1
4,1,job15131,2,10
1,2,job15102,2,10
2,1,job14693,1,1
5,0,job13494,1,3
1,1,job14972,1,1
3,0,job15053,2,1
2,1,job15141,3,3
1,0,job15122,2,1
5,1,job14694,1,1
1,2,job9592,1,10
2,0,job15013,1,1
4,0,job14224,3,1
1,0,job15132,2,10
1,3,job14383,3,1
3,2,job15151,1,1
4,0,job13784,3,1
4,2,job15161,2,3
5,1,job14142,3,3
3,3,job15063,2,3
3,2,job15171,1,10
5,1,job15142,3,3
2,0,job15181,3,1
2,0,job14973,1,1
4,2,job15191,2,1
1,1,job14992,1,1
2,1,job9593,1,10
3,4,job14225,3,1
4,2,job15201,2,3
5,0,job13844,1,1
1,0,job15162,2,3
1,2,job10072,1,10
3,0,job15123,2,1
4,1,job15211,2,10
5,0,job9594,1,10
2,0,job14993,1,1
1,3,job15192,2,1
2,0,job15221,3,1
3,4,job13785,3,1
4,1,job13764,3,3
5,1,job14172,3,3
1,2,job11793,3,3
3,1,job14923,2,10
1,0,job15212,2,10
2,1,job15231,3,3
2,0,job15241,3,1
3,3,job15163,2,3
1,1,job15152,1,1
3,2,job15251,1,1
1,0,job15202,2,3
1,3,job14143,3,3
5,0,job13514,1,3
2,1,job10073,1,10
5,1,job15232,3,3
4,2,job15261,2,1
3,4,job13765,3,3
2,0,job15153,1,1
4,2,job15271,2,3
3,1,job15133,2,10
5,0,job10074,1,10
2,1,job15281,3,3
3,2,job15291,1,10
3,3,job15301,1,1
4,0,job13884,3,1
5,1,job14562,3,1
1,3,job15262,2,1
4,1,job15311,2,10
1,2,job10152,1,10
3,2,job15321,1,1
3,3,job15331,1,1
3,4,job15203,2,3
4,2,job15341,2,3
5,1,job15282,3,3
5,0,job13864,1,3
1,0,job15272,2,3
1,0,job15312,2,10
3,4,job13885,3,1
4,1,job11794,3,3
1,3,job14563,3,1
1,1,job15252,1,1
1,0,job15342,2,3
3,1,job15213,2,10
4,0,job13914,3,1
5,1,job14582,3,1
1,2,job14173,3,3
3,2,job15351,1,1
2,1,job10153,1,10
3,1,job11795,3,3
2,0,job15253,1,1
4,2,job15361,2,3
4,2,job15371,2,1
1,2,job14583,3,1
5,0,job14154,1,1
3,3,job15273,2,3
3,4,job13915,3,1
4,1,job15381,2,10
5,0,job10154,1,10
1,1,job15322,1,1
2,0,job15391,3,1
3,0,job15193,2,1
1,0,job15362,2,3
4,2,job15401,2,3
1,2,job15382,2,10
3,2,job15431,1,3
4,1,job15411,2,3
4,2,job15421,2,3
5,1,job14602,3,1
2,0,job15323,1,1
3,3,job15343,2,3
3,2,job15441,1,3
1,3,job15372,2,1
3,0,job15451,1,1
1,1,job15352,1,1
2,1,job15461,3,10
4,0,job14174,3,3
1,0,job15412,2,3
5,0,job14234,1,1
4,2,job15471,2,1
1,1,job15402,2,3
3,4,job15363,2,3
4,1,job14064,3,3
1,3,job14603,3,1
2,0,job15353,1,1
4,2,job15481,2,1
5,1,job15462,3,10
3,4,job14175,3,3
1,0,job15472,2,1
4,2,job15491,2,3
5,1,job14712,3,1
1,3,job14723,3,3
1,1,job15432,1,3
3,3,job15413,2,3
1,1,job15452,1,1
3,1,job14065,3,3
1,1,job15302,1,1
1,2,job14713,3,1
3,0,job15263,2,1
3,4,job15403,2,3
4,0,job14584,3,1
1,0,job15482,2,1
5,0,job14274,1,1
3,2,job15501,1,10
4,2,job15511,2,1
3,3,job15521,1,1
1,3,job14763,3,3
2,0,job15531,3,1
4,2,job15541,2,1
3,0,job15473,2,1
1,0,job15422,2,3
3,2,job15561,1,1
4,2,job15551,2,1
1,1,job15442,1,3
2,1,job15433,1,3
1,2,job14863,3,3
3,4,job14585,3,1
5,1,job14432,3,3
3,1,job15023,2,10
1,1,job15332,1,1
2,0,job15571,3,1
5,1,job15434,1,3
1,2,job15003,3,3
1,0,job15512,2,1
2,0,job15453,1,1
3,0,job15483,2,1
5,0,job14024,1,3
4,0,job14164,3,1
1,3,job14433,3,3
3,2,job15581,1,3
4,2,job15591,2,1
1,1,job15562,1,1
1,3,job15542,2,1
4,2,job15601,2,3
2,1,job15443,1,3
1,1,job15522,1,1
3,3,job15513,2,1
5,1,job14792,3,1
3,4,job14165,3,1
5,1,job15444,1,3
1,0,job15552,2,1
2,0,job15563,1,1
4,0,job14714,3,1
4,1,job15611,2,10
4,2,job15621,2,1
1,1,job15582,1,3
4,0,job14194,3,1
5,0,job14344,1,1
3,4,job15423,2,3
1,0,job15592,2,1
4,2,job15631,2,1
1,2,job11983,3,3
2,0,job15523,1,1
1,0,job15612,2,10
2,1,job15641,3,3
3,4,job14715,3,1
3,1,job15083,2,10
2,1,job15651,3,10
1,2,job14793,3,1
1,1,job15622,2,1
2,0,job15583,1,3
5,1,job14802,3,1
2,0,job15661,3,1
3,3,job15553,2,1
3,0,job15373,2,1
2,0,job15681,3,1
3,2,job15671,1,1
5,1,job15642,3,3
1,2,job10512,1,10
3,1,job14195,3,1
4,2,job15691,2,1
1,0,job15632,2,1
5,0,job14354,1,1
2,1,job15333,1,1
5,1,job15652,3,10
3,0,job15593,2,1
1,0,job15692,2,1
4,1,job11984,3,3
5,1,job15334,1,1
3,3,job15701,1,1
1,1,job15672,1,1
5,1,job14812,3,1
3,0,job15623,2,1
3,3,job15633,2,1
4,1,job14144,3,3
1,3,job15492,2,3
3,2,job15711,1,1
1,3,job14803,3,1
2,1,job10513,1,10
3,1,job11985,3,3
5,0,job14074,1,3
4,2,job15721,2,1
2,0,job15673,1,1
2,1,job15731,3,10
3,2,job15741,1,10
1,0,job15602,2,3
5,0,job10514,1,10
1,2,job10602,1,10
3,3,job15693,2,1
3,0,job15543,2,1
3,2,job15751,1,3
2,1,job15303,1,1
3,4,job14145,3,3
5,1,job14902,3,1
3,2,job15761,1,10
1,1,job15722,2,1
5,1,job15732,3,10
3,3,job15771,1,1
3,4,job15603,2,3
5,0,job14424,1,1
5,1,job15304,1,1
1,1,job15712,1,1
4,0,job14794,3,1
3,0,job15723,2,1
1,3,job14813,3,1
2,0,job15781,3,1
3,1,job15313,2,10
4,0,job14384,3,1
5,1,job15092,3,1
2,1,job10603,1,10
3,4,job14795,3,1
2,0,job15713,1,1
4,2,job15791,2,1
1,1,job15752,1,3
5,1,job14494,1,1
5,0,job10604,1,10
3,1,job15613,2,10
4,2,job15801,2,1
3,4,job15493,2,3
3,2,job15811,1,1
1,0,job15792,2,1
3,4,job14385,3,1
2,0,job15753,1,3
3,3,job15821,1,1
3,0,job15831,1,1
2,0,job15841,3,1
5,1,job15112,3,1
1,2,job10772,1,10
1,0,job15802,2,1
3,3,job15793,2,1
4,0,job14864,3,3
2,0,job15851,3,1
3,2,job15861,1,1
5,0,job14534,1,1
3,0,job15871,1,1
4,1,job14434,3,3
2,0,job15881,3,1
4,1,job15891,2,10
1,1,job15812,1,1
2,1,job10773,1,10
3,0,job15803,2,1
3,4,job14865,3,3
4,2,job15901,2,3
5,0,job14752,3,3
1,3,job14903,3,1
3,2,job15911,1,1
5,0,job10774,1,10
1,1,job15832,1,1
2,1,job15921,3,3
3,1,job14435,3,3
1,0,job15902,2,3
2,0,job15813,1,1
4,2,job15931,2,1
1,3,job15093,3,1
5,0,job14554,1,1
2,0,job15951,3,1
4,1,job15941,2,10
4,2,job15961,2,1
1,1,job15862,1,1
4,2,job15971,2,1
1,2,job15113,3,1
4,2,job15981,2,1
5,1,job15922,3,3
1,0,job15892,2,10
2,0,job15833,1,1
4,0,job14564,3,1
1,3,job15932,2,1
2,1,job15991,3,3
3,3,job15903,2,3
1,0,job15073,3,3
4,0,job15004,3,3
5,1,job15182,3,1
1,2,job15942,2,10
1,0,job15962,2,1
2,0,job15863,1,1
2,1,job16001,3,3
1,2,job15143,3,3
5,1,job15992,3,3
3,4,job14565,3,1
4,2,job16011,2,1
1,1,job15912,1,1
2,0,job16021,3,1
5,0,job14624,1,1
3,1,job15893,2,10
1,3,job15183,3,1
4,2,job16031,2,1
1,0,job15972,2,1
5,1,job16002,3,3
4,0,job14604,3,1
1,2,job15233,3,3
2,0,job15913,1,1
3,4,job15005,3,3
1,1,job15872,1,1
4,1,job16041,2,10
5,1,job14842,3,3
1,1,job15982,2,1
3,3,job16051,1,1
3,2,job16061,1,3
4,0,job15114,3,1
1,3,job15283,3,3
1,2,job10942,1,10
2,1,job16071,3,3
1,0,job16042,2,10
2,0,job15873,1,1
1,2,job14843,3,3
3,4,job14605,3,1
5,0,job14644,1,1
1,0,job16012,2,1
1,1,job15702,1,1
4,2,job16081,2,3
4,0,job15074,3,3
1,3,job15643,3,3
3,1,job15103,2,10
3,2,job16091,1,3
4,1,job14724,3,3
5,1,job16072,3,3
4,2,job16101,2,1
1,1,job16032,2,1
3,2,job16121,1,3
4,2,job16111,2,3
1,1,job16062,1,3
1,3,job15923,3,3
3,3,job15983,2,1
3,2,job16131,1,1
3,4,job15115,3,1
5,1,job15222,3,1
3,3,job16141,1,1
4,2,job16151,2,1
2,1,job10943,1,10
1,0,job15993,3,3
3,0,job15963,2,1
1,1,job15772,1,1
3,1,job14725,3,3
1,2,job16102,2,1
5,0,job14304,1,3
2,1,job15703,1,1
4,1,job16161,2,10
5,0,job10944,1,10
1,2,job15223,3,1
2,0,job16171,3,1
3,4,job15075,3,3
1,1,job16092,1,3
2,1,job16181,3,10
4,0,job14804,3,1
1,0,job16152,2,1
5,1,job15704,1,1
1,3,job16003,3,3
3,0,job15973,2,1
4,2,job16191,2,3
2,1,job16063,1,3
3,2,job16201,1,1
1,0,job16162,2,10
2,0,job16231,3,1
4,1,job16211,2,10
4,2,job16221,2,3
5,1,job15242,3,1
1,1,job15822,1,1
4,1,job16241,2,3
1,2,job16082,2,3
5,1,job16182,3,10
3,4,job14805,3,1
2,1,job16093,1,3
4,0,job14844,3,3
3,3,job16013,2,1
1,0,job16212,2,10
4,2,job16251,2,1
5,0,job14674,1,1
1,1,job16132,1,1
5,1,job16064,1,3
1,2,job16112,2,3
4,0,job14814,3,1
5,1,job16094,1,3
1,0,job16242,2,3
3,4,job14845,3,3
3,0,job16033,2,1
3,3,job16103,2,1
5,1,job15392,3,1
1,1,job16252,2,1
1,1,job16202,1,1
1,3,job15243,3,1
4,2,job16261,2,1
3,0,job15933,2,1
5,0,job14874,1,1
1,2,job16192,2,3
2,0,job16133,1,1
3,4,job14815,3,1
4,2,job15994,3,3
1,3,job15393,3,1
3,2,job16271,1,1
1,0,job16262,2,1
5,1,job15532,3,1
1,1,job16122,1,3
4,2,job16281,2,3
3,3,job16253,2,1
4,0,job15224,3,1
3,0,job16153,2,1
3,2,job16291,1,10
4,2,job16301,2,3
2,0,job16311,3,3
2,0,job16321,3,1
4,1,job14764,3,3
5,0,job14974,1,1
2,0,job16331,3,1
2,1,job16123,1,3
3,4,job15995,3,3
3,4,job15225,3,1
3,3,job16263,2,1
1,1,job16272,1,1
3,4,job16083,2,3
4,2,job16341,2,1
5,1,job16124,1,3
1,3,job15533,3,1
2,0,job16203,1,1
3,1,job14765,3,3
5,1,job15572,3,1
1,2,job16222,2,3
3,4,job16243,2,3
4,2,job16351,2,1
5,0,job14984,1,1
2,0,job16273,1,1
4,0,job14904,3,1
1,0,job16342,2,1
2,0,job16361,3,1
1,2,job10962,1,10
3,2,job16371,1,3
2,1,job15823,1,1
3,1,job16043,2,10
4,0,job15144,3,3
1,1,job16352,2,1
4,2,job16381,2,1
5,1,job15662,3,1
3,4,job14905,3,1
4,2,job16391,2,1
4,2,job16401,2,1
4,1,job16411,2,10
5,1,job15824,1,1
2,1,job16421,3,10
4,2,job16431,2,1
2,1,job16461,3,3
4,1,job16441,2,3
1,2,job10982,1,10
2,1,job15773,1,1
3,2,job16471,1,1
3,3,job16481,1,1
1,0,job16282,2,3
2,0,job16451,3,1
4,2,job16491,2,1
1,3,job15573,3,1
2,1,job10963,1,10
3,3,job16343,2,1
4,0,job15094,3,1
5,0,job14994,1,1
1,0,job16412,2,10
3,1,job15145,3,3
5,1,job16422,3,10
1,1,job16382,2,1
3,0,job16353,2,1
1,1,job16442,2,3
3,2,job16501,1,3
3,4,job16283,2,3
5,1,job15682,3,1
5,0,job10964,1,10
1,1,job16372,1,3
3,2,job16511,1,3
3,4,job15095,3,1
1,0,job16392,2,1
1,1,job16052,1,1
5,1,job15774,1,1
3,3,job16521,1,1
5,0,job15014,1,1
3,0,job16383,2,1
4,0,job15184,3,1
3,1,job16163,2,10
4,0,job15234,3,3
1,0,job16402,2,1
1,3,job15663,3,1
5,1,job16462,3,3
1,1,job16472,1,1
2,0,job16373,1,3
2,0,job16531,3,1
4,2,job16541,2,1
5,1,job15782,3,1
1,1,job16142,1,1
3,4,job15185,3,1
1,0,job16432,2,1
2,1,job10983,1,10
3,3,job16393,2,1
4,0,job15244,3,1
5,1,job14774,1,3
5,0,job10984,1,10
1,3,job16492,2,1
3,3,job16443,2,3
3,1,job15235,3,3
4,2,job16551,2,1
1,1,job16502,1,3
4,2,job16561,2,3
3,0,job16403,2,1
4,1,job16571,2,3
3,4,job16113,2,3
1,2,job16542,2,1
5,1,job15842,3,1
2,0,job16473,1,1
4,2,job16581,2,1
2,0,job16591,3,1
1,0,job16572,2,3
3,1,job15245,3,1
2,1,job16601,3,3
4,1,job16611,2,10
3,0,job16433,2,1
3,1,job16193,2,3
1,3,job16552,2,1
1,1,job16512,1,3
5,0,job15154,1,1
4,0,job15284,3,3
2,0,job16503,1,3
1,2,job16612,2,10
4,2,job16621,2,1
5,1,job16602,3,3
3,2,job16631,1,3
1,0,job16582,2,1
3,2,job16641,1,3
3,3,job16573,2,3
4,2,job16651,2,3
2,1,job16513,1,3
3,0,job16543,2,1
3,2,job16661,1,1
5,1,job15852,3,1
2,0,job16671,3,3
3,1,job15285,3,3
1,2,job15683,3,1
2,1,job16681,3,10
3,3,job16493,2,1
4,1,job16691,2,10
1,2,job11312,1,10
5,1,job16514,1,3
1,0,job16622,2,1
4,2,job16701,2,1
1,3,job15783,3,1
2,1,job16143,1,1
3,0,job16583,2,1
5,0,job15254,1,1
3,4,job16223,2,3
4,1,job16711,2,10
1,2,job16692,2,10
1,0,job16302,2,3
5,1,job16682,3,10
2,0,job16721,3,1
2,1,job16053,1,1
2,0,job16731,3,3
1,1,job16662,1,1
5,1,job16144,1,1
1,0,job16712,2,10
3,3,job16623,2,1
5,1,job15882,3,1
4,2,job16741,2,3
1,1,job16702,2,1
4,0,job15394,3,1
5,1,job16054,1,1
2,0,job16663,1,1
5,0,job15324,1,1
1,3,job16562,2,3
4,2,job16751,2,1
3,4,job16303,2,3
4,0,job15684,3,1
4,1,job16761,2,10
1,1,job16632,1,3
1,2,job15843,3,1
3,4,job15395,3,1
3,0,job16553,2,1
4,1,job16771,2,10
1,0,job16652,2,3
2,0,job16781,3,3
3,3,job16703,2,1
5,1,job15952,3,1
1,2,job16762,2,10
4,2,job16791,2,3
2,1,job11313,1,10
3,1,job16213,2,10
4,2,job16801,2,1
1,1,job16752,2,1
2,1,job16633,1,3
3,4,job15685,3,1
5,1,job15354,1,1
5,0,job11314,1,10
1,0,job16772,2,10
1,1,job16642,1,3
4,1,job16811,2,10
3,2,job16821,1,1
3,3,job16653,2,3
5,1,job16634,1,3
1,0,job16802,2,1
3,0,job16753,2,1
4,0,job15534,3,1
5,1,job16022,3,1
1,2,job16812,2,10
1,3,job16742,2,3
1,1,job16482,1,1
3,1,job16413,2,10
4,0,job15844,3,1
1,2,job11972,1,10
3,2,job16831,1,10
2,0,job16643,1,3
4,2,job16841,2,3
5,0,job15454,1,1
3,4,job15535,3,1
3,2,job16851,1,3
1,0,job16792,2,3
2,0,job16861,3,3
4,2,job16871,2,3
2,0,job16483,1,1
4,2,job16881,2,1
3,0,job16803,2,1
1,1,job16522,1,1
3,1,job15383,2,10
4,0,job15574,3,1
5,1,job16172,3,1
1,1,job16822,1,1
1,3,job16842,2,3
3,4,job15845,3,1
1,3,job15853,3,1
4,2,job16891,2,3
3,2,job16901,1,10
2,1,job11973,1,10
3,3,job16793,2,3
5,0,job15524,1,1
2,0,job16523,1,1
1,0,job16882,2,1
3,2,job16911,1,10
3,4,job16563,2,3
3,1,job15575,3,1
4,1,job16921,2,10
5,0,job11974,1,10
1,1,job16852,1,3
2,0,job16823,1,1
3,2,job16931,1,3
1,0,job16872,2,3
3,1,job16713,2,10
5,1,job16232,3,1
1,2,job16922,2,10
3,1,job15943,2,10
4,2,job16941,2,1
2,0,job16853,1,3
4,2,job16951,2,3
1,1,job16892,2,3
5,0,job15564,1,1
2,0,job16961,3,1
3,3,job16971,1,1
1,3,job15883,3,1
1,2,job12012,1,10
3,0,job16883,2,1
2,1,job16981,3,3
3,1,job16613,2,10
4,0,job15664,3,1
1,0,job16942,2,1
1,3,job15953,3,1
4,1,job16991,2,10
4,2,job17001,2,3
3,3,job16893,2,3
5,1,job16322,3,1
3,2,job17021,1,1
4,2,job17011,2,1
1,2,job16023,3,1
5,1,job16982,3,3
2,1,job12013,1,10
3,4,job16873,2,3
1,0,job16952,2,3
1,2,job16992,2,10
3,4,job15665,3,1
4,2,job17031,2,1
1,1,job16932,1,3
3,4,job16743,2,3
1,3,job16173,3,1
5,1,job15674,1,1
5,0,job12014,1,10
2,0,job17051,3,3
2,0,job17041,3,1
1,1,job17012,2,1
1,0,job16233,3,1
3,3,job16943,2,1
4,2,job17061,2,1
2,0,job16933,1,3
5,1,job16332,3,1
2,1,job17071,3,10
1,0,job17032,2,1
1,1,job17022,1,1
3,2,job17081,1,10
3,3,job16953,2,3
4,0,job16024,3,1
3,0,job17013,2,1
5,0,job15714,1,1
4,1,job15644,3,3
1,1,job17062,2,1
5,1,job17072,3,10
4,2,job17091,2,1
2,0,job17101,3,1
2,0,job17023,1,1
3,4,job16025,3,1
1,2,job12272,1,10
4,1,job17111,2,10
1,0,job17002,2,3
3,1,job16693,2,10
5,1,job16362,3,1
3,1,job15645,3,3
1,3,job16323,3,1
3,2,job17121,1,10
4,1,job17131,2,1
4,2,job17141,2,1
1,1,job17092,2,1
3,2,job17151,1,1
3,3,job17063,2,1
4,0,job16234,3,1
5,0,job15814,1,1
1,2,job17112,2,10
2,1,job12273,1,10
4,0,job15784,3,1
1,2,job12572,1,10
5,0,job12274,1,10
1,1,job17142,2,1
1,0,job17132,2,1
3,3,job17093,2,1
3,4,job16235,3,1
4,2,job17161,2,1
5,1,job16452,3,1
3,0,job17033,2,1
3,1,job16763,2,10
3,0,job16843,2,3
2,0,job17171,3,1
4,2,job17181,2,3
3,2,job17191,1,1
3,2,job17201,1,1
1,3,job17162,2,1
5,0,job15584,1,3
1,1,job17152,1,1
1,3,job16333,3,1
3,3,job17143,2,1
3,4,job15785,3,1
4,1,job17211,2,10
3,2,job17221,1,3
4,2,job17231,2,1
4,1,job17241,2,3
2,1,job12573,1,10
3,0,job17133,2,1
4,2,job17251,2,1
1,0,job17182,2,3
5,0,job12574,1,10
1,2,job17212,2,10
2,0,job17153,1,1
5,1,job16532,3,1
1,1,job17192,1,1
3,4,job17003,2,3
4,0,job15854,3,1
1,0,job17232,2,1
3,1,job16813,2,10
4,1,job17261,2,10
1,2,job17242,2,3
3,2,job17271,1,1
5,0,job15834,1,1
1,1,job17252,2,1
2,0,job17193,1,1
3,2,job17281,1,3
3,3,job17183,2,3
3,4,job15855,3,1
1,2,job17262,2,10
3,1,job16923,2,10
4,2,job17291,2,3
1,3,job16363,3,1
1,1,job17202,1,1
5,1,job16592,3,1
3,2,job17301,1,1
1,3,job16453,3,1
3,0,job17253,2,1
4,0,job15884,3,1
1,0,job17292,2,3
2,0,job17311,3,1
3,3,job17233,2,1
3,4,job17243,2,3
5,0,job15864,1,1
1,2,job16073,3,3
2,0,job17203,1,1
1,1,job17272,1,1
4,2,job17321,2,3
1,0,job16533,3,1
3,1,job15885,3,1
3,3,job17293,2,3
4,2,job17331,2,1
3,1,job16993,2,10
5,1,job16312,3,3
1,2,job16593,3,1
4,1,job17341,2,10
1,0,job17322,2,3
2,0,job17273,1,1
4,0,job15954,3,1
1,2,job14743,3,10
5,0,job15874,1,1
1,1,job17302,1,1
3,2,job17361,1,1
4,1,job17351,2,10
1,0,job17342,2,10
1,1,job16972,1,1
1,2,job14823,3,10
1,3,job17332,2,1
3,4,job15955,3,1
1,2,job16313,3,3
4,2,job17371,2,1
1,0,job17352,2,10
2,0,job17303,1,1
4,0,job16534,3,1
5,1,job16722,3,1
4,0,job16074,3,3
3,2,job17381,1,3
1,3,job16463,3,3
4,0,job15924,3,3
4,1,job17391,2,10
1,1,job17222,1,3
1,1,job17372,2,1
2,0,job16973,1,1
4,2,job17401,2,3
5,0,job15914,1,1
1,3,job16723,3,1
3,4,job16535,3,1
3,2,job17411,1,3
3,3,job17323,2,3
1,0,job17392,2,10
4,2,job17421,2,1
1,2,job15043,3,10
1,1,job17402,2,3
2,1,job17223,1,3
3,0,job17163,2,1
5,1,job16672,3,3
1,1,job17362,1,1
1,3,job16603,3,3
4,0,job16594,3,1
3,1,job15925,3,3
5,1,job17224,1,3
3,1,job16773,2,10
1,0,job17422,2,1
4,2,job17431,2,3
1,2,job16673,3,3
3,3,job17373,2,1
5,0,job15754,1,3
4,2,job17441,2,3
3,4,job16075,3,3
1,0,job17432,2,3
3,1,job17343,2,10
4,1,job17451,2,1
4,2,job17461,2,1
1,1,job17282,1,3
3,4,job17403,2,3
4,1,job16004,3,3
5,1,job16962,3,1
4,0,job16314,3,3
1,1,job17442,2,3
4,1,job17471,2,10
1,0,job17452,2,1
3,2,job17481,1,1
3,4,job16595,3,1
4,1,job17491,2,10
3,3,job17423,2,1
5,0,job16134,1,1
2,0,job17283,1,3
3,2,job17501,1,10
1,0,job17472,2,10
3,2,job17511,1,1
1,1,job17382,1,3
1,3,job17462,2,1
1,2,job16963,3,1
2,0,job17521,3,1
3,4,job16315,3,3
3,0,job17453,2,1
4,0,job16174,3,1
5,1,job16732,3,3
1,0,job17492,2,10
4,0,job16674,3,3
1,2,job15463,3,10
3,3,job17443,2,3
3,3,job17531,1,1
1,3,job16733,3,3
1,1,job17482,1,1
3,2,job17541,1,3
5,0,job16204,1,1
3,4,job17433,2,3
3,1,job16175,3,1
1,3,job16983,3,3
2,0,job17383,1,3
3,3,job17333,2,1
3,1,job16005,3,3
3,0,job17551,1,1
2,0,job17561,3,1
3,0,job17571,1,1
4,2,job17581,2,1
1,2,job15653,3,10
5,1,job17042,3,1
2,0,job17483,1,1
3,1,job17353,2,10
4,2,job16964,3,1
3,4,job16675,3,3
1,1,job17512,1,1
1,2,job15733,3,10
1,0,job17582,2,1
2,0,job17601,3,1
3,3,job17591,1,1
3,2,job17611,1,3
4,2,job17621,2,1
5,0,job16274,1,1
1,0,job17043,3,1
2,0,job17363,1,1
4,2,job17631,2,1
1,1,job17552,1,1
3,1,job17393,2,10
3,1,job17113,2,10
4,2,job17641,2,1
1,2,job16183,3,10
2,0,job17661,3,1
4,2,job17651,2,1
3,4,job16965,3,1
4,0,job16324,3,1
1,1,job17412,1,3
2,0,job17513,1,1
3,2,job17671,1,1
5,1,job16782,3,3
1,2,job16423,3,10
4,2,job17681,2,1
3,2,job17691,1,3
1,1,job17572,1,1
1,2,job16783,3,3
1,1,job17622,2,1
2,0,job17553,1,1
4,1,job17701,2,3
3,4,job16325,3,1
5,0,job16474,1,1
3,0,job17711,1,1
3,2,job17721,1,10
1,0,job16683,3,10
1,1,job17542,1,3
3,3,job17731,1,1
4,0,job16334,3,1
4,2,job17044,3,1
2,1,job17413,1,3
1,3,job17702,2,3
4,1,job14744,3,10
1,0,job17632,2,1
1,0,job17073,3,10
5,1,job17102,3,1
5,1,job17414,1,3
2,0,job17741,3,1
2,0,job17543,1,3
4,2,job17751,2,1
1,3,job17103,3,1
3,4,job16335,3,1
4,2,job17761,2,1
1,1,job17712,1,1
3,3,job17583,2,1
3,1,job14745,3,10
4,2,job17771,2,1
5,0,job16484,1,1
1,1,job17672,1,1
3,2,job17781,1,1
3,4,job17045,3,1
2,0,job17791,3,3
2,0,job17801,3,3
4,1,job17811,2,3
4,2,job17821,2,1
4,0,job16364,3,1
4,2,job16784,3,3
3,0,job17623,2,1
1,0,job17642,2,1
3,0,job17633,2,1
5,1,job16862,3,3
4,2,job17831,2,1
1,1,job17812,2,3
4,2,job17841,2,1
1,1,job17612,1,3
2,0,job17713,1,1
3,2,job17851,1,3
3,4,job16365,3,1
1,3,job17652,2,1
1,2,job16863,3,3
5,0,job16524,1,1
3,1,job17213,2,10
4,0,job16454,3,1
4,1,job17861,2,3
1,1,job17782,1,1
3,3,job17813,2,3
5,1,job17172,3,1
2,1,job17871,3,10
3,4,job16785,3,3
4,1,job16684,3,10
2,0,job17881,3,3
1,3,job17173,3,1
3,1,job16455,3,1
1,0,job17862,2,3
3,0,job17463,2,1
5,0,job16664,1,1
3,2,job17901,1,3
4,2,job17891,2,1
2,1,job17613,1,3
5,1,job17872,3,10
4,2,job17911,2,1
1,3,job17682,2,1
4,0,job16864,3,3
3,0,job17643,2,1
1,1,job17692,1,3
1,0,job17873,3,10
5,1,job17614,1,3
2,0,job17783,1,1
3,1,job16685,3,10
5,1,job17312,3,1
1,0,job17752,2,1
2,0,job17921,3,1
1,1,job17532,1,1
2,1,job17931,3,10
3,4,job16865,3,3
3,1,job17263,2,10
3,3,job17941,1,1
3,3,job17863,2,3
2,1,job17693,1,3
3,2,job17951,1,10
5,0,job16374,1,3
1,3,job17762,2,1
2,0,job17961,3,1
4,1,job16464,3,3
1,1,job17852,1,3
5,1,job17932,3,10
2,0,job17673,1,1
1,1,job17592,1,1
1,0,job17772,2,1
3,0,job17753,2,1
1,2,job17313,3,1
5,1,job17694,1,3
5,1,job17052,3,3
3,4,job16465,3,3
3,0,job17653,2,1
1,2,job17933,3,10
2,0,job17853,1,3
1,1,job17902,1,3
4,1,job14824,3,10
1,3,job17822,2,1
5,0,job16504,1,3
4,2,job17971,2,1
1,1,job17732,1,1
2,0,job17593,1,1
3,3,job17991,1,1
4,1,job17981,2,10
1,0,job17832,2,1
4,1,job18001,2,10
4,2,job18021,2,10
4,1,job18011,2,10
3,2,job18031,1,1
3,1,job14825,3,10
4,1,job17074,3,10
5,1,job17522,3,1
2,1,job18041,3,10
