Workcenter,Machine,Job,Type,Priority
2,0,job8513,1,3
3,2,job8691,1,10
4,2,job8681,2,1
1,1,job8612,1,1
4,0,job8254,3,10
5,0,job7774,1,3
1,1,job8322,1,1
5,1,job8672,3,10
1,0,job8622,2,1
2,0,job8701,3,3
2,1,job5083,1,10
4,0,job7674,3,1
2,0,job8583,1,1
1,1,job8572,1,3
1,2,job8673,3,10
3,1,job8255,3,10
5,1,job8242,3,3
5,0,job5084,1,10
1,0,job8682,2,1
3,3,job8563,2,1
2,0,job8613,1,1
4,2,job8711,2,1
4,1,job8721,2,3
1,3,job8243,3,3
5,0,job7804,1,3
3,0,job8543,2,1
1,0,job8482,2,3
3,4,job7675,3,1
1,1,job8642,1,3
4,2,job8731,2,3
1,0,job8722,2,3
2,0,job8573,1,3
3,3,job8593,2,1
4,0,job8234,3,3
1,2,job8712,2,1
5,1,job8652,3,1
2,0,job8643,1,3
4,2,job8741,2,3
1,3,job8653,3,1
3,0,job8623,2,1
1,0,job8662,2,3
1,2,job5262,1,10
3,4,job8235,3,3
5,0,job7824,1,3
4,2,job8751,2,3
2,1,job8761,3,10
3,1,job7533,2,10
4,0,job7714,3,1
2,0,job8323,1,1
2,0,job8771,3,3
1,1,job8732,2,3
2,0,job8781,3,1
3,3,job8683,2,1
2,0,job8263,1,1
5,0,job8382,3,3
5,1,job8762,3,10
2,1,job5263,1,10
3,4,job7715,3,1
1,2,job5292,1,10
3,2,job8791,1,10
4,1,job8801,2,10
1,0,job8742,2,3
1,2,job8763,3,10
5,0,job5264,1,10
3,1,job8483,2,3
5,0,job8204,1,1
4,0,job7664,3,3
3,3,job8733,2,3
4,1,job8811,2,10
4,2,job8821,2,1
1,0,job8802,2,10
1,3,job8752,2,3
3,0,job8713,2,1
2,0,job8831,3,1
3,2,job8841,1,1
1,2,job5382,1,10
3,1,job8663,2,3
5,1,job8402,3,3
1,0,job8812,2,10
1,1,job8822,2,1
2,0,job8173,1,1
3,4,job7665,3,3
2,1,job5293,1,10
1,3,job8403,3,3
4,2,job8851,2,3
4,1,job8861,2,10
5,0,job8264,1,1
5,0,job5294,1,10
2,1,job7243,1,1
3,4,job8723,2,3
4,0,job7724,3,3
1,0,job8852,2,3
1,1,job8842,1,1
3,2,job8871,1,1
1,2,job8862,2,10
2,0,job8881,3,3
5,0,job7244,1,1
1,1,job8342,1,1
3,2,job8891,1,10
4,1,job8901,2,10
5,1,job8782,3,1
3,3,job8743,2,3
3,1,job7725,3,3
3,0,job8823,2,1
3,4,job8753,2,3
1,3,job8783,3,1
4,0,job8634,3,10
5,0,job8174,1,1
1,2,job8902,2,10
1,2,job5522,1,10
3,2,job8911,1,10
1,1,job8452,1,1
2,0,job8843,1,1
3,3,job8853,2,3
4,1,job8921,2,10
2,1,job5383,1,10
3,1,job8635,3,10
4,1,job8931,2,10
5,1,job8832,3,1
3,0,job8941,1,1
2,0,job8343,1,1
1,0,job8922,2,10
5,0,job5384,1,10
1,1,job8872,1,1
1,3,job8833,3,1
3,1,job7573,2,10
3,2,job8951,1,10
4,0,job7924,3,1
4,2,job8961,2,3
5,0,job8304,1,1
4,2,job8971,2,1
1,0,job8932,2,10
2,0,job8453,1,1
3,3,job8981,1,1
4,1,job8991,2,10
4,2,job9001,2,1
1,1,job8962,2,3
3,1,job8103,2,10
3,0,job7925,3,1
2,0,job8873,1,1
5,1,job8702,3,3
1,2,job5932,1,10
4,0,job8674,3,10
3,2,job9011,1,3
1,0,job8992,2,10
1,0,job8972,2,1
1,1,job8942,1,1
1,3,job8703,3,3
3,2,job9021,1,3
4,0,job8124,3,1
2,0,job9031,3,1
3,1,job8433,2,10
5,0,job8324,1,1
3,4,job8963,2,3
1,1,job9002,2,1
2,1,job5523,1,10
3,1,job8675,3,10
4,1,job9041,2,10
1,2,job5972,1,10
2,0,job9051,3,1
5,0,job5524,1,10
3,0,job8973,2,1
5,1,job9032,3,1
2,0,job8943,1,1
1,0,job9042,2,10
3,4,job8125,3,1
4,1,job9061,2,1
4,2,job9071,2,1
1,3,job9033,3,1
4,0,job8094,3,3
5,0,job8344,1,1
3,1,job8803,2,10
1,1,job9012,1,3
1,1,job9072,2,1
3,3,job9081,1,3
1,1,job9062,2,1
3,0,job9003,2,1
4,0,job8764,3,10
3,4,job8095,3,3
4,1,job9091,2,10
4,2,job9101,2,3
5,1,job9052,3,1
3,1,job8813,2,10
2,0,job9013,1,3
1,3,job9053,3,1
2,0,job9111,3,1
4,0,job8244,3,3
1,1,job9022,1,3
2,1,job5933,1,10
3,1,job8765,3,10
5,0,job8054,1,3
1,0,job9092,2,10
1,0,job9102,2,3
3,3,job9121,1,1
3,3,job9131,1,1
5,0,job5934,1,10
3,4,job8923,2,10
4,2,job9141,2,1
3,0,job9073,2,1
4,2,job9151,2,3
2,0,job9161,3,1
3,1,job7933,2,10
3,0,job8245,3,3
5,1,job8772,3,3
1,2,job6232,1,10
1,1,job9142,2,1
1,3,job8773,3,3
3,4,job9103,2,3
4,2,job9171,2,1
4,0,job8314,3,1
2,0,job9023,1,3
2,0,job9181,3,1
4,2,job9191,2,3
5,0,job8114,1,3
2,1,job5973,1,10
2,0,job9201,3,3
2,1,job9221,3,10
3,2,job9211,1,10
1,0,job9152,2,3
3,2,job9231,1,10
2,1,job9241,3,10
5,0,job5974,1,10
3,1,job8933,2,10
1,1,job8982,1,1
1,2,job6392,1,10
3,4,job8315,3,1
3,3,job9143,2,1
5,1,job9112,3,1
1,0,job9172,2,1
3,1,job7953,2,10
4,1,job9251,2,10
1,3,job9113,3,1
4,0,job8394,3,1
5,1,job9222,3,10
3,3,job9153,2,3
5,0,job8454,1,1
1,0,job9192,2,3
2,0,job8983,1,1
1,2,job9252,2,10
1,1,job9122,1,1
1,2,job9223,3,10
2,1,job6233,1,10
3,2,job9261,1,3
4,2,job9271,2,1
1,2,job6422,1,10
2,0,job9281,3,1
3,3,job9291,1,1
4,1,job9301,2,10
5,1,job9242,3,10
3,4,job8395,3,1
3,0,job9173,2,1
5,1,job9162,3,1
3,2,job9311,1,3
1,0,job9243,3,10
4,1,job9321,2,10
5,0,job6234,1,10
1,1,job9272,2,1
3,2,job9331,1,1
3,0,job9063,2,1
1,2,job9302,2,10
2,1,job9341,3,10
3,1,job7983,2,10
4,0,job8504,3,1
1,3,job9163,3,1
1,1,job9262,1,3
5,0,job8494,1,1
3,4,job9193,2,3
1,0,job9322,2,10
2,0,job9123,1,1
5,1,job9342,3,10
2,1,job6393,1,10
3,4,job8505,3,1
4,2,job9351,2,1
1,2,job9343,3,10
5,1,job8882,3,3
5,0,job6394,1,10
2,0,job9263,1,3
4,2,job9361,2,1
2,0,job9381,3,1
4,2,job9371,2,1
1,1,job9332,1,1
1,3,job8883,3,3
4,0,job8404,3,3
1,1,job9352,2,1
4,2,job9391,2,3
4,1,job9401,2,10
5,0,job8194,1,3
4,2,job9411,2,1
4,1,job9421,2,3
4,0,job9244,3,10
1,0,job9362,2,1
2,0,job9431,3,1
3,3,job9273,2,1
2,0,job9441,3,3
1,0,job9402,2,10
3,4,job8405,3,3
4,0,job9224,3,10
1,1,job9312,1,3
5,1,job9182,3,1
1,1,job9372,2,1
4,2,job9451,2,1
1,0,job9422,2,3
2,0,job9333,1,1
3,1,job8993,2,10
4,0,job8654,3,1
1,1,job9132,1,1
1,3,job9183,3,1
2,0,job9461,3,1
2,0,job9471,3,1
3,4,job9245,3,10
5,0,job8584,1,1
2,1,job6423,1,10
1,2,job9412,2,1
2,0,job9481,3,1
3,2,job9491,1,10
2,0,job9313,1,3
1,2,job6592,1,10
5,0,job6424,1,10
3,3,job9363,2,1
3,4,job8655,3,1
5,1,job9282,3,1
1,0,job9452,2,1
4,2,job9501,2,1
1,3,job9283,3,1
3,3,job9373,2,1
4,2,job9511,2,1
3,2,job9521,1,3
4,0,job8704,3,3
3,3,job9423,2,3
5,0,job8614,1,1
1,0,job9392,2,3
1,2,job6732,1,10
3,1,job9225,3,10
4,0,job9344,3,10
3,2,job9531,1,10
2,0,job9133,1,1
2,0,job9541,3,3
1,1,job9502,2,1
3,2,job9551,1,3
2,0,job9561,3,1
3,0,job9453,2,1
5,1,job9382,3,1
2,0,job9581,3,1
3,2,job9571,1,3
3,2,job9591,1,10
3,4,job8705,3,3
2,1,job6593,1,10
1,3,job9383,3,1
4,0,job8784,3,1
1,1,job9522,1,3
1,3,job9512,2,1
3,0,job9353,2,1
5,0,job8274,1,3
5,0,job6594,1,10
3,4,job9393,2,3
4,2,job9601,2,3
3,1,job9345,3,10
3,0,job9413,2,1
2,0,job9523,1,3
1,1,job9602,2,3
5,1,job9432,3,1
1,1,job9552,1,3
2,0,job9611,3,1
3,1,job9043,2,10
4,1,job9621,2,10
1,0,job9433,3,1
3,4,job8785,3,1
4,2,job9631,2,1
2,1,job6733,1,10
4,0,job8834,3,1
5,0,job8514,1,3
3,3,job9503,2,1
5,0,job6734,1,10
1,0,job9622,2,10
3,1,job9093,2,10
1,0,job9632,2,1
1,1,job9292,1,1
4,2,job9641,2,1
2,0,job9651,3,3
4,2,job9661,2,3
1,1,job9572,1,3
2,0,job9671,3,3
3,3,job9513,2,1
3,4,job8835,3,1
4,2,job9681,2,3
3,3,job9701,1,1
3,1,job8073,2,10
4,1,job9691,2,10
5,1,job9462,3,1
2,0,job9553,1,3
1,2,job9642,2,1
1,3,job9463,3,1
4,1,job9711,2,10
3,0,job9721,1,1
1,2,job9692,2,10
5,0,job8844,1,1
3,1,job8533,2,10
4,2,job9731,2,1
1,2,job6782,1,10
1,0,job9662,2,3
3,4,job9603,2,3
4,2,job9434,3,1
1,2,job9712,2,10
3,2,job9741,1,1
2,0,job9751,3,1
5,1,job9472,3,1
1,1,job9732,2,1
4,0,job8774,3,3
3,0,job9643,2,1
2,0,job9573,1,3
1,3,job9473,3,1
1,1,job9722,1,1
1,2,job6812,1,10
4,2,job9761,2,3
5,0,job8574,1,3
2,0,job9771,3,1
3,0,job9633,2,1
2,1,job6783,1,10
3,4,job8775,3,3
3,3,job9435,3,1
3,2,job9781,1,1
3,3,job9733,2,1
5,0,job6784,1,10
5,1,job9482,3,1
3,4,job9663,2,3
4,0,job8884,3,3
1,1,job9742,1,1
1,0,job9682,2,3
3,1,job8863,2,10
1,3,job9483,3,1
2,0,job9791,3,3
2,0,job9723,1,1
5,0,job8874,1,1
3,2,job9801,1,1
4,2,job9811,2,1
4,2,job9821,2,1
3,1,job9323,2,10
3,4,job8885,3,3
1,0,job9762,2,3
2,1,job6813,1,10
2,0,job9743,1,1
1,1,job9782,1,1
5,1,job9202,3,3
4,0,job9034,3,1
5,0,job6814,1,10
1,2,job9812,2,1
3,2,job9831,1,1
3,4,job9683,2,3
4,2,job9841,2,1
2,0,job9293,1,1
4,2,job9851,2,1
1,0,job9203,3,3
3,1,job8903,2,10
5,0,job8644,1,3
1,1,job9822,2,1
3,4,job9035,3,1
1,1,job9802,1,1
2,0,job9783,1,1
3,3,job9763,2,3
4,1,job9861,2,10
1,2,job9842,2,1
2,0,job9871,3,1
3,0,job9813,2,1
5,1,job9562,3,1
4,0,job9054,3,1
1,2,job9082,1,3
3,2,job9881,1,3
1,3,job9563,3,1
2,0,job9891,3,3
3,3,job9823,2,1
1,0,job9862,2,10
1,1,job9852,2,1
5,0,job8944,1,1
1,1,job9832,1,1
3,1,job9253,2,10
4,2,job9901,2,1
2,0,job9911,3,1
3,4,job9055,3,1
2,0,job9803,1,1
4,1,job9921,2,1
4,2,job9931,2,1
1,1,job9702,1,1
4,0,job9204,3,3
4,2,job9941,2,1
1,0,job9902,2,1
4,2,job9951,2,1
5,1,job9582,3,1
2,1,job9083,1,3
4,0,job9114,3,1
4,1,job9961,2,10
1,1,job9882,1,3
1,2,job9922,2,1
1,3,job9583,3,1
5,0,job9084,1,3
1,2,job9932,2,1
2,0,job9971,3,1
5,0,job8984,1,1
3,3,job9853,2,1
3,4,job9205,3,3
4,2,job9981,2,3
3,1,job9403,2,10
1,2,job9962,2,10
3,3,job9843,2,1
4,1,job9991,2,10
1,0,job9942,2,1
2,0,job9883,1,3
5,1,job9612,3,1
1,2,job6862,1,10
3,4,job9115,3,1
4,0,job9164,3,1
3,0,job9903,2,1
1,0,job9992,2,10
1,3,job9952,2,1
3,0,job9923,2,1
1,3,job9613,3,1
2,0,job9833,1,1
3,2,job10011,1,1
4,2,job10001,2,1
5,0,job9124,1,1
3,4,job9165,3,1
4,2,job10021,2,3
3,3,job9943,2,1
1,0,job9982,2,3
4,2,job10031,2,1
1,2,job7002,1,10
2,1,job6863,1,10
3,2,job10041,1,3
2,0,job9703,1,1
5,1,job9752,3,1
4,0,job9184,3,1
5,0,job6864,1,10
1,1,job10002,2,1
2,1,job6903,1,1
3,1,job9623,2,10
1,3,job9753,3,1
2,0,job10051,3,1
3,3,job9933,2,1
5,0,job9134,1,1
3,2,job10061,1,3
5,0,job6904,1,1
1,1,job10012,1,1
1,0,job10032,2,1
3,2,job10071,1,10
3,4,job9185,3,1
4,1,job10081,2,3
4,2,job10091,2,1
3,0,job9953,2,1
3,4,job9983,2,3
3,0,job10003,2,1
4,2,job10101,2,3
4,1,job10111,2,10
2,1,job7003,1,10
3,2,job10121,1,1
1,2,job10022,2,3
5,1,job9442,3,3
1,1,job10082,2,3
4,1,job10131,2,10
5,0,job7004,1,10
1,2,job9443,3,3
2,0,job10013,1,1
4,2,job10141,2,3
1,1,job10042,1,3
3,3,job10033,2,1
1,0,job10092,2,1
5,0,job9294,1,1
1,0,job10112,2,10
3,2,job10151,1,10
3,1,job9303,2,10
2,0,job10171,3,1
3,2,job10161,1,3
4,0,job9284,3,1
1,1,job10102,2,3
3,3,job10083,2,3
4,2,job10181,2,1
1,2,job10132,2,10
3,1,job9863,2,10
5,1,job9772,3,1
1,1,job10122,1,1
3,3,job10191,1,1
2,0,job10043,1,3
1,0,job10142,2,3
1,3,job9773,3,1
3,4,job9285,3,1
5,0,job9334,1,1
3,0,job10093,2,1
2,0,job10211,3,1
4,1,job10201,2,1
4,2,job10221,2,1
3,2,job10231,1,3
4,0,job9444,3,3
1,0,job10182,2,1
3,0,job10241,1,1
4,0,job9384,3,1
1,1,job10062,1,3
3,4,job10103,2,3
5,1,job9542,3,3
1,1,job10202,2,1
4,1,job10251,2,10
3,3,job10143,2,3
1,0,job10222,2,1
3,4,job9445,3,3
1,3,job9543,3,3
4,2,job10261,2,1
2,0,job10123,1,1
3,4,job10023,2,3
5,0,job9014,1,3
1,2,job10252,2,10
4,1,job10271,2,10
1,1,job10162,1,3
3,0,job10183,2,1
1,0,job10262,2,1
2,0,job10063,1,3
3,4,job9385,3,1
4,0,job9464,3,1
2,0,job10281,3,1
3,1,job9693,2,10
1,2,job10272,2,10
5,1,job9872,3,1
1,1,job10242,1,1
2,0,job10163,1,3
3,0,job10223,2,1
1,3,job9873,3,1
3,4,job9465,3,1
1,1,job10232,1,3
5,0,job9024,1,3
3,1,job9713,2,10
4,2,job10291,2,1
3,3,job10203,2,1
4,1,job10301,2,10
3,3,job10263,2,1
4,0,job9474,3,1
5,1,job9912,3,1
3,1,job9963,2,10
4,2,job10311,2,3
1,0,job10292,2,1
1,2,job10302,2,10
1,2,job7162,1,10
1,3,job9913,3,1
2,0,job10233,1,3
3,1,job9993,2,10
3,4,job9475,3,1
4,2,job10321,2,1
5,0,job9264,1,3
1,0,job10312,2,3
3,1,job10133,2,10
2,0,job10243,1,1
4,0,job9484,3,1
1,2,job7292,1,10
3,0,job10293,2,1
1,0,job10322,2,1
5,1,job9652,3,3
2,1,job7163,1,10
2,1,job10331,3,10
2,0,job10341,3,1
1,2,job9653,3,3
3,2,job10351,1,3
3,2,job10361,1,3
3,4,job9485,3,1
5,0,job7164,1,10
5,0,job9314,1,3
4,2,job10371,2,1
4,1,job10381,2,3
2,1,job7293,1,10
3,3,job10313,2,3
4,1,job10391,2,10
4,2,job10401,2,1
4,1,job10411,2,3
1,2,job7352,1,10
4,0,job9564,3,1
5,1,job10332,3,10
1,0,job10382,2,3
1,3,job10372,2,1
5,1,job9672,3,3
1,0,job10333,3,10
2,0,job10421,3,1
3,0,job10323,2,1
4,2,job10431,2,3
5,0,job7294,1,10
1,1,job10412,2,3
1,1,job10402,2,1
1,2,job9673,3,3
3,4,job9565,3,1
3,2,job10441,1,1
5,0,job9704,1,1
1,1,job10352,1,3
3,3,job10383,2,3
4,0,job9654,3,3
1,0,job10392,2,10
4,1,job10451,2,10
4,0,job9584,3,1
1,3,job10432,2,3
2,0,job10461,3,1
3,3,job10413,2,3
3,2,job10471,1,3
5,1,job9972,3,1
1,1,job10192,1,1
1,2,job10452,2,10
2,1,job7353,1,10
3,4,job9655,3,3
1,1,job10442,1,1
1,3,job9973,3,1
3,2,job10481,1,1
2,0,job10353,1,3
5,0,job9724,1,1
3,0,job10373,2,1
3,2,job10491,1,1
5,0,job7354,1,10
4,2,job10501,2,3
3,2,job10511,1,10
4,2,job10521,2,3
3,4,job9585,3,1
4,0,job10334,3,10
4,2,job10531,2,3
5,1,job10052,3,1
1,0,job10502,2,3
1,1,job10362,1,3
3,3,job10403,2,1
4,1,job10541,2,10
1,3,job10053,3,1
3,1,job10113,2,10
3,3,job10335,3,10
4,0,job9674,3,3
1,0,job10522,2,3
4,2,job10551,2,3
5,0,job9744,1,1
4,2,job10561,2,3
2,0,job10443,1,1
4,2,job10571,2,3
4,1,job10581,2,10
4,0,job9614,3,1
1,2,job10542,2,10
3,2,job10601,1,10
3,3,job10611,1,3
4,2,job10591,2,1
1,1,job10482,1,1
1,0,job10532,2,3
3,3,job10503,2,3
3,4,job9675,3,3
1,2,job10582,2,10
2,0,job10363,1,3
3,1,job10253,2,10
5,1,job9792,3,3
3,4,job10433,2,3
3,2,job10621,1,3
4,2,job10631,2,1
1,3,job10592,2,1
1,2,job9793,3,3
2,0,job10483,1,1
5,0,job9784,1,1
3,3,job10523,2,3
3,4,job9615,3,1
1,1,job10492,1,1
3,1,job10273,2,10
1,0,job10632,2,1
2,0,job10193,1,1
5,1,job10172,3,1
2,0,job10641,3,1
3,4,job10533,2,3
1,0,job10552,2,3
4,1,job10651,2,10
1,3,job10173,3,1
2,0,job10493,1,1
4,0,job9544,3,3
1,1,job10472,1,3
4,2,job10661,2,1
5,0,job9804,1,1
1,2,job10652,2,10
1,0,job10562,2,3
2,0,job10671,3,3
3,0,job10633,2,1
2,0,job10681,3,1
4,0,job9794,3,3
2,0,job10473,1,3
3,4,job9545,3,3
3,0,job10593,2,1
1,3,job10662,2,1
5,1,job10212,3,1
2,0,job10691,3,3
1,1,job10622,1,3
3,2,job10701,1,1
4,2,job10711,2,1
3,3,job10553,2,3
1,3,job10213,3,1
3,1,job10303,2,10
2,0,job10731,3,1
4,2,job10721,2,3
5,0,job9524,1,3
1,0,job10572,2,3
3,4,job9795,3,3
2,0,job10623,1,3
4,2,job10741,2,1
3,2,job10751,1,1
3,4,job10563,2,3
1,0,job10712,2,1
1,2,job7402,1,10
3,1,job10453,2,10
5,1,job9892,3,3
4,0,job9754,3,1
3,2,job10771,1,10
4,1,job10761,2,3
4,2,job10781,2,1
1,2,job9893,3,3
1,1,job10742,2,1
3,3,job10573,2,3
5,0,job9834,1,1
3,1,job10543,2,10
3,4,job9755,3,1
1,0,job10762,2,3
1,1,job10702,1,1
4,1,job10791,2,10
1,3,job10782,2,1
2,0,job10801,3,1
3,0,job10663,2,1
3,0,job10743,2,1
3,2,job10811,1,3
3,0,job10713,2,1
4,2,job10821,2,1
5,1,job10282,3,1
1,2,job10792,2,10
1,0,job10722,2,3
1,3,job10283,3,1
3,2,job10831,1,1
2,0,job10703,1,1
5,0,job9554,1,3
1,1,job10752,1,1
3,3,job10763,2,3
1,0,job10822,2,1
3,2,job10841,1,1
4,0,job9894,3,3
4,2,job10851,2,1
2,0,job10861,3,3
4,0,job9774,3,1
2,0,job10753,1,1
5,1,job10342,3,1
1,0,job10852,2,1
3,4,job10723,2,3
2,1,job7403,1,10
3,1,job9895,3,3
1,1,job10832,1,1
1,2,job10343,3,1
4,2,job10871,2,1
5,1,job9574,1,3
5,0,job7404,1,10
3,0,job10783,2,1
2,0,job10881,3,1
2,0,job10833,1,1
3,3,job10823,2,1
1,3,job10872,2,1
3,4,job9775,3,1
3,1,job10583,2,10
4,1,job10891,2,10
1,1,job10842,1,1
5,1,job10422,3,1
4,2,job10901,2,1
2,0,job10911,3,3
2,0,job10921,3,1
3,3,job10853,2,1
2,0,job10931,3,1
1,2,job10892,2,10
3,2,job10941,1,10
5,0,job10014,1,1
2,0,job10843,1,1
1,0,job10902,2,1
1,3,job10423,3,1
4,0,job9874,3,1
2,1,job10951,3,10
1,1,job10812,1,3
3,1,job10393,2,10
3,2,job10961,1,10
4,2,job10344,3,1
5,1,job10462,3,1
5,1,job10952,3,10
3,4,job9875,3,1
2,0,job10813,1,3
3,0,job10873,2,1
1,3,job10463,3,1
3,0,job10903,2,1
4,1,job10971,2,10
5,0,job10124,1,1
3,4,job10345,3,1
1,2,job10953,3,10
3,1,job10653,2,10
1,2,job7412,1,10
1,0,job10972,2,10
5,1,job10642,3,1
3,1,job10793,2,10
1,2,job7692,1,10
1,3,job10643,3,1
3,2,job10981,1,10
4,0,job9914,3,1
5,0,job10194,1,1
3,1,job10973,2,10
4,2,job10991,2,1
2,1,job7413,1,10
3,3,job11001,1,1
3,3,job11011,1,1
4,1,job11021,2,10
3,4,job9915,3,1
1,0,job10992,2,1
5,0,job7414,1,10
3,2,job11031,1,1
5,1,job10682,3,1
1,2,job7902,1,10
1,0,job11022,2,10
1,3,job10683,3,1
4,0,job9974,3,1
5,0,job9884,1,3
2,0,job11041,3,1
3,3,job10993,2,1
4,1,job11051,2,10
4,2,job11061,2,1
4,0,job10954,3,10
1,1,job11032,1,1
2,0,job11071,3,1
2,0,job11081,3,1
3,4,job9975,3,1
1,2,job11052,2,10
5,1,job10732,3,1
3,1,job11023,2,10
4,2,job11091,2,3
1,2,job10612,1,3
1,0,job11062,2,1
2,1,job11101,3,10
1,3,job10733,3,1
2,0,job11033,1,1
4,0,job10054,3,1
2,1,job7693,1,10
2,0,job11111,3,1
5,0,job10244,1,1
3,4,job10955,3,10
1,0,job11092,2,3
4,1,job11121,2,10
1,2,job7962,1,10
2,0,job11131,3,1
5,1,job11102,3,10
1,2,job8383,3,3
2,1,job10613,1,3
3,3,job11063,2,1
4,1,job11141,2,10
1,0,job11103,3,10
2,0,job11151,3,3
5,0,job7694,1,10
5,1,job10802,3,1
1,0,job11122,2,10
3,4,job10055,3,1
2,0,job11161,3,3
2,1,job7903,1,10
5,1,job10614,1,3
1,3,job10803,3,1
4,2,job11171,2,3
4,1,job11181,2,10
3,3,job11093,2,3
4,1,job11191,2,10
4,0,job10174,3,1
1,2,job8022,1,10
1,0,job11142,2,10
2,1,job11201,3,10
5,0,job10044,1,3
5,0,job7904,1,10
3,2,job11211,1,1
1,1,job11172,2,3
3,2,job11231,1,1
4,2,job11221,2,3
4,2,job11241,2,1
1,2,job11192,2,10
3,4,job10175,3,1
4,1,job11251,2,10
5,1,job11202,3,10
4,1,job11261,2,10
5,1,job10882,3,1
1,2,job8042,1,10
2,0,job11271,3,3
1,1,job11222,2,3
2,0,job11281,3,1
4,2,job11291,2,3
1,0,job11182,2,10
3,4,job11173,2,3
4,0,job10214,3,1
4,1,job8384,3,3
5,0,job10064,1,3
4,0,job11104,3,10
1,3,job10883,3,1
1,1,job11242,2,1
3,2,job11311,1,10
4,2,job11301,2,1
1,0,job11262,2,10
1,1,job11002,1,1
3,2,job11321,1,3
1,2,job11203,3,10
3,3,job11223,2,3
3,4,job10215,3,1
4,2,job11331,2,1
1,1,job11212,1,1
2,1,job7963,1,10
3,2,job11351,1,3
4,2,job11341,2,1
5,1,job10922,3,1
1,0,job11292,2,3
3,1,job11123,2,10
4,1,job11361,2,10
4,2,job11371,2,1
1,2,job11252,2,10
5,0,job7964,1,10
1,3,job10923,3,1
2,0,job11381,3,1
4,0,job10284,3,1
2,0,job11003,1,1
3,4,job11105,3,10
5,0,job10164,1,3
1,3,job11302,2,1
1,1,job11012,1,1
4,2,job11391,2,3
1,0,job11362,2,10
3,1,job11143,2,10
1,1,job11232,1,1
1,0,job11332,2,1
3,3,job11243,2,1
3,4,job10285,3,1
5,1,job10932,3,1
4,0,job11204,3,10
3,1,job8385,3,3
3,3,job11293,2,3
1,3,job10933,3,1
4,0,job10424,3,1
1,0,job11342,2,1
5,0,job10444,1,1
1,1,job11322,1,3
2,0,job11233,1,1
4,1,job11401,2,1
4,2,job11411,2,1
2,1,job8023,1,10
3,4,job11205,3,10
4,2,job11421,2,1
2,0,job11431,3,3
3,2,job11441,1,3
1,2,job11372,2,1
3,3,job11333,2,1
4,1,job11451,2,10
5,0,job8024,1,10
2,0,job11323,1,3
3,0,job11303,2,1
5,1,job10672,3,3
1,1,job11402,2,1
2,1,job8043,1,10
3,2,job11461,1,3
1,3,job11412,2,1
3,2,job11471,1,3
3,4,job10425,3,1
1,1,job11352,1,3
1,3,job10673,3,3
5,0,job8044,1,10
2,0,job11213,1,1
3,3,job11343,2,1
1,2,job11452,2,10
2,0,job11481,3,1
3,2,job11491,1,1
5,0,job10234,1,3
3,2,job11501,1,1
3,3,job11511,1,1
1,0,job11422,2,1
2,0,job11521,3,3
3,0,job11373,2,1
2,0,job11353,1,3
3,2,job11531,1,3
3,4,job11183,2,10
4,2,job11541,2,3
1,1,job11442,1,3
5,1,job10692,3,3
1,0,job11392,2,3
4,0,job10464,3,1
2,0,job11551,3,1
2,0,job11561,3,1
3,2,job11571,1,3
1,2,job10693,3,3
3,1,job10893,2,10
4,1,job11581,2,10
4,1,job11591,2,10
5,0,job10484,1,1
3,0,job11403,2,1
1,0,job11542,2,3
2,0,job11601,3,3
3,3,job11423,2,1
4,2,job11611,2,1
3,4,job10465,3,1
4,2,job11621,2,3
1,2,job11582,2,10
3,0,job11413,2,1
1,1,job11492,1,1
3,2,job11631,1,3
2,0,job11641,3,1
3,1,job11053,2,10
2,0,job11443,1,3
5,1,job11042,3,1
1,1,job11612,2,1
4,2,job11651,2,3
3,4,job11393,2,3
4,2,job11661,2,1
1,2,job11592,2,10
1,3,job11043,3,1
2,0,job11493,1,1
1,0,job11622,2,3
5,0,job10494,1,1
2,1,job11671,3,10
1,1,job11502,1,1
3,4,job11543,2,3
4,0,job10644,3,1
1,0,job11662,2,1
2,0,job11691,3,1
4,2,job11681,2,1
5,1,job11672,3,10
3,3,job11613,2,1
4,0,job10694,3,3
5,1,job11072,3,1
1,2,job11673,3,10
3,4,job11623,2,3
4,2,job11701,2,1
1,0,job11652,2,3
2,1,job11711,3,3
1,1,job11462,1,3
3,4,job10645,3,1
5,0,job10354,1,3
1,3,job11073,3,1
2,0,job11503,1,1
3,1,job11193,2,10
3,2,job11721,1,1
1,1,job11682,2,1
5,1,job11712,3,3
3,3,job11663,2,1
4,0,job10684,3,1
4,2,job11731,2,1
2,1,job11463,1,3
3,4,job10695,3,3
4,2,job11741,2,1
5,1,job11082,3,1
1,3,job11713,3,3
1,1,job11472,1,3
1,0,job11702,2,1
5,1,job11464,1,3
1,2,job11083,3,1
3,3,job11653,2,3
4,1,job11751,2,10
5,0,job10364,1,3
3,4,job10685,3,1
1,0,job11732,2,1
3,0,job11683,2,1
3,2,job11761,1,1
4,0,job11674,3,10
4,0,job10734,3,1
1,2,job11752,2,10
3,2,job11771,1,1
1,1,job11722,1,1
2,0,job11791,3,3
3,0,job11703,2,1
4,2,job11781,2,1
1,0,job11742,2,1
4,2,job11801,2,3
5,1,job10862,3,3
4,2,job11811,2,1
2,1,job11473,1,3
3,3,job11821,1,1
2,0,job11841,3,1
3,1,job11675,3,10
4,2,job11831,2,3
4,1,job11851,2,10
5,0,job10704,1,1
