Workcenter,Machine_Number,Bid,Job_Name,Time,PT,PS,RDue,RP,CR,Pool,Setup,
3,0,-3.467503413,job13407,1137.8,-3.390931339,0.159690693,1.023894397,1.183796197,0.273360471,0,-2.717313833,0
3,1,-0.107366605,job13407,1137.8,0.03156924,-0.838289608,-0.330203821,0.607093023,1.14080867,-0.718344109,0,10
2,0,4.515645044,job13592,1137.9,0.136125022,1.043123631,6.329146239,-0.770234848,0.653542519,-0.114163361,-2.761894158,2
2,1,4.493297803,job13592,1137.9,0.883289512,0.05469096,3.755611865,1.562532561,2.718689575,0,-4.481516671,0
1,0,-7.70086018,job13671,1138,-3.804032339,-0.176535185,3.124431296,-2.000601192,-2.467079577,-0.624530907,-1.752512275,4.999999998
1,1,-1.014241914,job13671,1138,-1.531851341,-0.13810368,0.316638108,-1.032726408,1.705011356,-0.333209948,0,4
3,0,-0.815074758,job13494,1138,-2.906512576,0.091251825,1.125384629,3.314629352,0.277485845,0,-2.717313833,0
3,1,-1.787041986,job13494,1138,0.027059348,-0.479022633,-0.363685301,1.699860465,1.158024992,-0.79017852,-3.039100336,11
4,0,2.26016089,job13613,1138.1,-0.875018173,0.422437079,-0.402248208,2.196630394,0.356680987,-0.393855889,0.9555347,5
4,1,-1.82958347,job13613,1138.1,0.363772885,0.700011893,1.966311264,0.688762765,-1.856531066,-0.393745824,-3.298165386,6
1,0,-4.95169122,job13526,1138.4,-1.086866383,-1.059211111,2.661247312,-0.625187873,-2.464629984,-0.624530907,-1.752512275,4.999999998
1,1,-6.242145179,job13526,1138.4,-0.437671812,-0.82862208,0.26604947,-0.322727003,1.70331843,-0.416512435,-6.205979749,5
3,0,1.952593806,job13564,1138.5,-2.906512576,0.091251825,1.17266857,3.314629352,0.280556635,0,0,0
3,1,-1.795760847,job13564,1138.5,0.027059348,-0.479022633,-0.385219417,1.699860465,1.170840246,-0.79017852,-3.039100336,11
2,0,4.635538933,job13622,1138.7,0.272250044,1.043123631,6.219523415,-0.676873048,0.65357241,-0.114163361,-2.761894158,2
2,1,5.114736111,job13622,1138.7,1.766579024,0.05469096,3.683034203,1.373134675,2.718813919,0,-4.481516671,0
2,0,8.521024313,job13465,1138.8,0.204187533,2.607809078,5.577076841,-0.396787649,0.642901871,-0.114163361,0,2
2,1,3.742107961,job13465,1138.8,1.324934268,0.136727401,3.282596695,0.804941016,2.674425251,0,-4.481516671,0
1,0,-5.380082866,job13681,1138.9,-1.630299574,-0.176535185,3.071516966,-1.800541073,-2.467180818,-0.624530907,-1.752512275,4.999999998
1,1,-6.249373341,job13681,1138.9,-0.656507717,-0.13810368,0.308800198,-0.929453767,1.705081324,-0.333209948,-6.205979749,4
3,0,0.461552871,job13337,1138.9,-1.937675051,0.159690693,0.972963572,1.065416578,0.266879341,-0.065722263,0,1
3,1,-3.233545808,job13337,1138.9,0.018039566,-0.838289608,-0.315996166,0.546383721,1.113761125,-0.718344109,-3.039100336,10
1,0,-6.304072819,job13446,1139,-2.173732765,-1.059211111,2.541589476,-0.700210417,-2.410558638,-0.749437088,-1.752512275,5.999999998
1,1,-6.682389097,job13446,1139,-0.875343623,-0.82862208,0.256271102,-0.361454243,1.665949445,-0.333209948,-6.205979749,4
3,0,1.775185623,job13534,1139,-2.906512576,0.091251825,1.128457977,3.314629352,0.27880357,-0.131444525,0,2
3,1,-1.722239791,job13534,1139,0.027059348,-0.479022633,-0.376216749,1.699860465,1.163524223,-0.718344109,-3.039100336,10
2,0,6.172341562,job13495,1139.2,0.476437577,2.607809078,5.829111583,-0.513489899,0.648530742,-0.114163361,-2.761894158,2
2,1,5.935304278,job13495,1139.2,3.091513292,0.136727401,3.449050935,1.041688374,2.697840946,0,-4.481516671,0
4,0,2.630121722,job13623,1139.5,-0.875018173,0.422437079,-0.409635085,2.496170903,0.35571701,-0.315084711,0.9555347,4
4,1,-1.620951222,job13623,1139.5,0.363772885,0.700011893,2.010379496,0.78268496,-1.85151355,-0.32812152,-3.298165386,5
1,0,-7.652315742,job13546,1139.6,-3.532315743,-1.059211111,2.705794849,-0.800240477,-2.464393896,-0.749437088,-1.752512275,5.999999998
1,1,-1.019166106,job13546,1139.6,-1.422433388,-0.82862208,0.275034605,-0.413090563,1.703155268,-0.333209948,0,4
2,0,4.585236904,job13632,1139.6,0.272250044,1.043123631,6.169190278,-0.676873048,0.653603518,-0.114163361,-2.761894158,2
2,1,9.597128266,job13632,1139.6,1.766579024,0.05469096,3.683780279,1.373134675,2.718943328,0,0,0
1,0,-7.825450107,job13691,1139.7,-3.804032339,-0.176535185,3.124798674,-2.000601192,-2.467130701,-0.749437088,-1.752512275,5.999999998
1,1,-7.305409122,job13691,1139.7,-1.531851341,-0.13810368,0.314717804,-1.032726408,1.705046687,-0.416512435,-6.205979749,5
2,0,8.525033048,job13475,1140,0.204187533,2.607809078,5.524703391,-0.396787649,0.642202375,-0.05708168,0,1
2,1,3.741876874,job13475,1140,1.324934268,0.136727401,3.285275461,0.804941016,2.671515398,0,-4.481516671,0
4,0,1.829965441,job13593,1140,-1.31252726,0.422437079,-0.41388071,3.095251919,0.353769124,-0.315084711,0,4
4,1,-1.211310854,job13593,1140,0.545659328,0.700011893,2.040150247,0.970529351,-1.841374765,-0.32812152,-3.298165386,5
3,0,-1.583092112,job13357,1140.1,-1.211046907,0.159690693,0.931418547,1.124606387,0.260997524,-0.131444525,-2.717313833,2
3,1,-3.15427719,job13357,1140.1,0.011274729,-0.838289608,-0.307605328,0.576738372,1.08921468,-0.646509698,-3.039100336,9
2,0,6.390252428,job13565,1140.2,0.476437577,2.607809078,6.038779608,-0.513489899,0.656773583,-0.114163361,-2.761894158,2
2,1,6.125821038,job13565,1140.2,3.091513292,0.136727401,3.605278073,1.041688374,2.732130568,0,-4.481516671,0
3,0,-3.630301664,job13427,1140.3,-3.390931339,0.159690693,0.99398024,1.183796197,0.271920902,-0.131444525,-2.717313833,2
3,1,-0.043572752,job13427,1140.3,0.03156924,-0.838289608,-0.332236661,0.607093023,1.134800952,-0.646509698,0,9
4,0,2.551843833,job13633,1140.3,-0.875018173,0.422437079,-0.4092434,2.496170903,0.355818614,-0.393855889,0.9555347,5
4,1,1.759286469,job13633,1140.3,0.363772885,0.700011893,2.027356345,0.78268496,-1.852042398,-0.262497216,0,4
1,0,-7.68032662,job13701,1140.5,-3.804032339,-0.176535185,3.144977132,-2.000601192,-2.467091854,-0.624530907,-1.752512275,4.999999998
1,1,-7.306421615,job13701,1140.5,-1.531851341,-0.13810368,0.313732158,-1.032726408,1.705019841,-0.416512435,-6.205979749,5
1,0,-6.157172595,job13466,1140.6,-2.173732765,-1.059211111,2.564034987,-0.700210417,-2.411010106,-0.624530907,-1.752512275,4.999999998
1,1,-6.853830469,job13466,1140.6,-0.875343623,-0.82862208,0.251122692,-0.361454243,1.666261456,-0.499814923,-6.205979749,6
4,0,-0.008866199,job13338,1140.8,-2.187545433,1.126498877,-0.334108689,0.499234181,0.325376054,-0.393855889,0.9555347,5
4,1,-0.672194793,job13338,1140.8,0.909432213,1.86669838,1.649388542,0.156536992,-1.693588318,-0.262497216,-3.298165386,4
2,0,4.348443721,job13602,1140.9,0.272250044,1.043123631,5.937323088,-0.676873048,0.648677525,-0.114163361,-2.761894158,2
2,1,9.4584961,job13602,1140.9,1.766579024,0.05469096,3.565639887,1.373134675,2.698451554,0,0,0
2,0,4.646885884,job13652,1141,0.408375066,1.043123631,6.072366239,-0.653532598,0.652611065,-0.114163361,-2.761894158,2
2,1,5.887558896,job13652,1141,2.649868536,0.05469096,3.623916071,1.325785204,2.714814795,0,-4.481516671,0
3,0,-0.648479054,job13574,1141,-1.69546567,0.091251825,1.092575831,2.367592395,0.27860266,-0.065722263,-2.717313833,1
3,1,-2.207345804,job13574,1141,0.01578462,-0.479022633,-0.363535161,1.214186046,1.16268577,-0.718344109,-3.039100336,10
2,0,5.655327584,job13485,1141.2,0.204187533,2.607809078,5.474579502,-0.396787649,0.641596639,-0.114163361,-2.761894158,2
2,1,3.597364608,job13485,1141.2,1.324934268,0.136727401,3.239220368,0.804941016,2.668995579,-0.095937354,-4.481516671,1
1,0,-6.392826864,job13711,1141.4,-2.717165956,-0.176535185,3.045370897,-1.700511013,-2.466942424,-0.624530907,-1.752512275,4.999999998
1,1,-6.725417186,job13711,1141.4,-1.094179529,-0.13810368,0.302259085,-0.877817447,1.704916569,-0.416512435,-6.205979749,5
2,0,4.639325164,job13662,1141.6,0.408375066,1.043123631,6.238384088,-0.770234848,0.652816426,-0.171245041,-2.761894158,3
2,1,6.206800713,job13662,1141.6,2.649868536,0.05469096,3.705556244,1.562532561,2.715669081,0,-4.481516671,0
3,0,1.799698891,job13584,1141.6,-2.906512576,0.091251825,1.151965624,3.314629352,0.279809191,-0.131444525,0,2
3,1,1.381121163,job13584,1141.6,0.027059348,-0.479022633,-0.387987277,1.699860465,1.167720958,-0.646509698,0,9
4,0,2.641266185,job13603,1141.6,-0.875018173,0.422437079,-0.395494017,2.496170903,0.352720404,-0.315084711,0.9555347,4
4,1,-1.502638192,job13603,1141.6,0.363772885,0.700011893,1.981846529,0.78268496,-1.835916161,-0.196872912,-3.298165386,3
2,0,8.85366813,job13535,1141.8,0.476437577,2.607809078,5.804470642,-0.513489899,0.649685772,-0.171245041,0,3
2,1,5.81200616,job13535,1141.8,3.091513292,0.136727401,3.416885328,1.041688374,2.702645789,-0.095937354,-4.481516671,1
1,0,-7.234481652,job13496,1141.9,-3.260599148,-1.059211111,2.65918841,-0.750225447,-2.446591174,-0.624530907,-1.752512275,4.999999998
1,1,-0.98955797,job13496,1141.9,-1.313015435,-0.82862208,0.265012667,-0.387272403,1.690851715,-0.416512435,0,5
3,0,-0.697179767,job13614,1142,-1.69546567,0.091251825,1.107738874,2.367592395,0.280461167,-0.131444525,-2.717313833,2
3,0,-2.328559827,job13377,1142,-1.937675051,0.159690693,0.965788804,1.065416578,0.266977506,-0.131444525,-2.717313833,2
3,1,-2.139977783,job13614,1142,0.01578462,-0.479022633,-0.375757613,1.214186046,1.170441831,-0.646509698,-3.039100336,9
3,1,-0.129588948,job13377,1142,0.018039566,-0.838289608,-0.323383724,0.546383721,1.114170796,-0.646509698,0,9
1,0,-3.61972059,job13721,1142.2,-1.630299574,-0.176535185,3.079243691,-1.800541073,-2.467057542,-0.624530907,0,4.999999998
1,1,-6.336279448,job13721,1142.2,-0.656507717,-0.13810368,0.305281774,-0.929453767,1.704996127,-0.416512435,-6.205979749,5
2,0,5.47236814,job13415,1142.3,0.476437577,2.607809078,5.203114306,-0.513489899,0.631636278,-0.171245041,-2.761894158,3
2,1,5.424169489,job13415,1142.3,3.091513292,0.136727401,3.104133248,1.041688374,2.627561199,-0.095937354,-4.481516671,1
3,0,-3.646503533,job13437,1142.3,-3.390931339,0.159690693,0.979515118,1.183796197,0.270184156,-0.131444525,-2.717313833,2
3,1,-3.086194477,job13437,1142.3,0.03156924,-0.838289608,-0.328510127,0.607093023,1.127553029,-0.646509698,-3.039100336,9
4,0,-1.554233364,job13358,1142.3,-3.062563606,1.126498877,-0.320784619,0.698927853,0.318772842,-0.315084711,0,4
4,1,-0.189138152,job13358,1142.3,1.273205099,1.86669838,1.606063357,0.219151789,-1.659218479,-0.196872912,-3.298165386,3
3,0,-0.566841065,job13624,1142.4,-1.937675051,0.091251825,1.125012064,2.722731254,0.280597201,-0.131444525,-2.717313833,2
3,1,-2.028589025,job13624,1142.4,0.018039566,-0.479022633,-0.377485006,1.396313953,1.171009541,-0.718344109,-3.039100336,10
1,0,-6.180470264,job13476,1142.5,-2.173732765,-1.059211111,2.530423933,-0.700210417,-2.400696722,-0.624530907,-1.752512275,4.999999998
1,1,-6.777954164,job13476,1142.5,-0.875343623,-0.82862208,0.250824143,-0.361454243,1.659133824,-0.416512435,-6.205979749,5
3,0,1.288268892,job13527,1142.7,-1.211046907,0.159690693,1.017238076,1.242986007,0.27656781,-0.197166788,0,3
3,1,-3.133387968,job13527,1142.7,0.011274729,-0.838289608,-0.340570098,0.637447674,1.15419378,-0.718344109,-3.039100336,10
4,0,2.415816004,job13653,1142.7,-0.875018173,0.422437079,-0.402993415,2.196630394,0.355538952,-0.236313533,0.9555347,3
4,1,1.644517394,job13653,1142.7,0.363772885,0.700011893,2.005053823,0.688762765,-1.850586756,-0.262497216,0,4
4,0,-0.892278481,job13238,1142.9,-2.187545433,1.126498877,-0.297139833,0.499234181,0.281758438,-0.315084711,0,4
4,1,-0.625254871,job13238,1142.9,0.909432213,1.86669838,1.469297974,0.156536992,-1.466557828,-0.262497216,-3.298165386,4
1,0,-6.407171909,job13731,1143,-2.717165956,-0.176535185,3.031221258,-1.700511013,-2.46713783,-0.624530907,-1.752512275,4.999999998
1,1,-6.723594055,job13731,1143,-1.094179529,-0.13810368,0.303947171,-0.877817447,1.705051615,-0.416512435,-6.205979749,5
2,0,5.759352877,job13575,1143,0.272250044,2.607809078,5.549348249,-0.385117424,0.64820213,-0.171245041,-2.761894158,3
2,1,4.246170364,job13575,1143,1.766579024,0.136727401,3.346640383,0.781266281,2.696473945,0,-4.481516671,0
3,0,1.710025052,job13594,1143,-2.906512576,0.091251825,1.128404061,3.314629352,0.279419178,-0.197166788,0,3
3,1,1.383603024,job13594,1143,0.027059348,-0.479022633,-0.383877783,1.699860465,1.166093325,-0.646509698,0,9
2,0,6.949230979,job13642,1143.2,0.136125022,1.043123631,6.116398013,-0.770234848,0.652145882,-0.228326721,0,4
2,1,4.434773674,job13642,1143.2,0.883289512,0.05469096,3.702897644,1.562532561,2.712879667,0,-4.481516671,0
2,0,4.419768285,job13682,1143.3,0.408375066,1.043123631,6.132924193,-0.770234848,0.652882802,-0.285408402,-2.761894158,5
2,1,10.7091745,job13682,1143.3,2.649868536,0.05469096,3.726137244,1.562532561,2.715945203,0,0,0
3,0,-0.713111531,job13634,1143.5,-1.937675051,0.091251825,1.11031051,2.722731254,0.280472814,-0.26288905,-2.717313833,4
3,1,-1.961078931,job13634,1143.5,0.018039566,-0.479022633,-0.381290223,1.396313953,1.17049044,-0.646509698,-3.039100336,9
1,0,-7.180475648,job13566,1143.7,-3.260599148,-1.059211111,2.751096053,-0.750225447,-2.484492812,-0.624530907,-1.752512275,4.999999998
1,1,-0.867285945,job13566,1143.7,-1.313015435,-0.82862208,0.277788189,-0.387272403,1.717045732,-0.333209948,0,4
1,0,-6.409476246,job13741,1143.8,-2.717165956,-0.176535185,3.028632682,-1.700511013,-2.466853592,-0.624530907,-1.752512275,4.999999998
1,1,-6.724489805,job13741,1143.8,-1.094179529,-0.13810368,0.303247859,-0.877817447,1.704855176,-0.416512435,-6.205979749,5
4,0,2.544033274,job13663,1143.8,-1.31252726,0.422437079,-0.414715064,2.695864575,0.354981599,-0.157542355,0.9555347,2
4,1,-1.259465546,job13663,1143.8,0.545659328,0.700011893,2.057911804,0.845299757,-1.847685725,-0.262497216,-3.298165386,4
2,0,5.458428963,job13455,1143.9,0.476437577,2.607809078,5.24346705,-0.513489899,0.634426037,-0.228326721,-2.761894158,4
2,1,5.601238556,job13455,1143.9,3.091513292,0.136727401,3.173659765,1.041688374,2.639166394,0,-4.481516671,0
3,0,-3.869205501,job13447,1144,-3.390931339,0.159690693,0.955497412,1.183796197,0.268666681,-0.328611313,-2.717313833,5
3,1,0.019897786,job13447,1144,0.03156924,-0.838289608,-0.327019768,0.607093023,1.121220186,-0.574675287,0,8
2,0,6.070240154,job13585,1144.1,0.476437577,2.607809078,5.836521797,-0.513489899,0.653182481,-0.228326721,-2.761894158,4
2,1,5.891214254,job13585,1144.1,3.091513292,0.136727401,3.481547365,1.041688374,2.717191845,-0.095937354,-4.481516671,1
1,0,-4.45759007,job13486,1144.3,-2.173732765,-1.059211111,2.491923624,-0.700210417,-2.391828494,-0.624530907,0,4.999999998
1,1,-6.700969106,job13486,1144.3,-0.875343623,-0.82862208,0.250635591,-0.361454243,1.653004946,-0.333209948,-6.205979749,4
2,0,6.992387762,job13672,1144.3,0.136125022,1.043123631,6.157974353,-0.770234848,0.653726325,-0.228326721,0,4
2,1,4.352046564,job13672,1144.3,0.883289512,0.05469096,3.709533358,1.562532561,2.719454197,-0.095937354,-4.481516671,1
1,0,-4.676787242,job13751,1144.6,-2.717165956,-0.176535185,3.008933593,-1.700511013,-2.466977773,-0.624530907,0,4.999999998
1,1,-0.43295599,job13751,1144.6,-1.094179529,-0.13810368,0.305413616,-0.877817447,1.704940999,-0.333209948,0,4
3,0,-3.785222722,job13467,1144.6,-3.390931339,0.159690693,0.97206169,1.183796197,0.270362919,-0.26288905,-2.717313833,4
3,1,-0.046261644,job13467,1144.6,0.03156924,-0.838289608,-0.328423658,0.607093023,1.128299057,-0.646509698,0,9
2,0,5.669349626,job13615,1144.8,0.272250044,2.607809078,5.570095657,-0.385117424,0.651614831,-0.285408402,-2.761894158,5
2,1,4.292336568,job13615,1144.8,1.766579024,0.136727401,3.378609999,0.781266281,2.710670533,0,-4.481516671,0
3,0,2.03458835,job13604,1144.8,-1.937675051,0.091251825,1.077641075,2.722731254,0.277806034,-0.197166788,0,3
3,1,-2.025422885,job13604,1144.8,0.018039566,-0.479022633,-0.362670556,1.396313953,1.159361231,-0.718344109,-3.039100336,10
4,0,2.619237682,job13683,1144.8,-1.31252726,0.422437079,-0.418857547,2.695864575,0.355557313,-0.078771178,0.9555347,1
4,1,-1.162696557,job13683,1144.8,0.545659328,0.700011893,2.092053088,0.845299757,-1.850682324,-0.196872912,-3.298165386,3
2,0,5.14730252,job13505,1145.2,0.204187533,2.607809078,5.20009138,-0.396787649,0.636386419,-0.342490082,-2.761894158,6
2,1,3.618189417,job13505,1145.2,1.324934268,0.136727401,3.185781961,0.804941016,2.647321441,0,-4.481516671,0
1,0,-7.696365271,job13761,1145.3,-3.804032339,-0.176535185,3.128826061,-2.000601192,-2.466979434,-0.624530907,-1.752512275,4.999999998
1,1,-7.305015531,job13761,1145.3,-1.531851341,-0.13810368,0.315215936,-1.032726408,1.704942146,-0.416512435,-6.205979749,5
3,0,-0.840903318,job13654,1145.3,-1.69546567,0.091251825,1.09539897,2.367592395,0.280522044,-0.26288905,-2.717313833,4
3,1,-2.136409653,job13654,1145.3,0.01578462,-0.479022633,-0.372443542,1.214186046,1.170695891,-0.646509698,-3.039100336,9
3,0,1.036219914,job13547,1145.5,-1.211046907,0.159690693,1.013296556,1.124606387,0.278284497,-0.328611313,0,5
3,1,-3.119219257,job13547,1145.5,0.011274729,-0.838289608,-0.344690702,0.576738372,1.161357987,-0.646509698,-3.039100336,9
1,0,-7.119019688,job13536,1145.6,-3.260599148,-1.059211111,2.645680521,-0.750225447,-2.442527502,-0.499624725,-1.752512275,3.999999999
1,1,-0.994789452,job13536,1145.6,-1.313015435,-0.82862208,0.26258961,-0.387272403,1.688043291,-0.416512435,0,5
2,0,5.546653128,job13625,1145.6,0.204187533,2.607809078,5.630498989,-0.443468549,0.652010317,-0.342490082,-2.761894158,6
2,0,4.222395301,job13712,1145.6,0.272250044,1.043123631,6.033851608,-0.676873048,0.654427306,-0.342490082,-2.761894158,6
2,1,4.045729736,job13625,1145.6,1.324934268,0.136727401,3.45362905,0.89963996,2.712315728,0,-4.481516671,0
2,1,5.125239688,job13712,1145.6,1.766579024,0.05469096,3.689981473,1.373134675,2.722370226,0,-4.481516671,0
3,0,-2.102826329,job13664,1145.9,-3.390931339,0.091251825,1.12068018,2.841110874,0.280987277,-0.328611313,-2.717313833,5
3,1,1.14946641,job13664,1145.9,0.03156924,-0.479022633,-0.386231189,1.457023255,1.172637435,-0.646509698,0,9
1,0,-7.223236197,job13456,1146.1,-3.260599148,-1.059211111,2.472426881,-0.750225447,-2.373490371,-0.499624725,-1.752512275,3.999999999
1,1,-1.146361147,job13456,1146.1,-1.313015435,-0.82862208,0.242032318,-0.387272403,1.640331375,-0.499814923,0,6
4,0,-0.634888341,job13528,1146.1,-3.500072693,1.126498877,-0.358478953,0.798774689,0.34285504,0,0.9555347,0
4,1,0.149373792,job13528,1146.1,1.455091541,1.86669838,1.791105437,0.250459187,-1.784566759,-0.131248608,-3.298165386,2
1,0,-3.36265081,job13771,1146.2,-1.630299574,-0.176535185,3.086425353,-1.800541073,-2.466981787,-0.374718544,0,2.999999999
1,1,-6.506641361,job13771,1146.2,-0.656507717,-0.13810368,0.30157719,-0.929453767,1.704943773,-0.58311741,-6.205979749,7
2,0,4.290126991,job13722,1146.2,0.408375066,1.043123631,6.117023496,-0.770234848,0.653305566,-0.399571763,-2.761894158,7
2,1,6.236783187,job13722,1146.2,2.649868536,0.05469096,3.733503928,1.562532561,2.717703871,0,-4.481516671,0
2,0,5.070751402,job13515,1146.4,0.204187533,2.607809078,5.181614551,-0.396787649,0.63539381,-0.399571763,-2.761894158,7
2,1,3.483312756,job13515,1146.4,1.324934268,0.136727401,3.150971832,0.804941016,2.643192262,-0.095937354,-4.481516671,1
3,0,-2.018545208,job13684,1146.4,-3.390931339,0.091251825,1.138387791,2.841110874,0.281838524,-0.26288905,-2.717313833,4
3,1,1.150821508,job13684,1146.4,0.03156924,-0.479022633,-0.388428581,1.457023255,1.176189925,-0.646509698,0,9
1,0,-7.156299949,job13416,1146.8,-3.260599148,-1.059211111,2.377234145,-0.750225447,-2.336267568,-0.374718544,-1.752512275,2.999999999
1,1,-1.183108557,job13416,1146.8,-1.313015435,-0.82862208,0.231009778,-0.387272403,1.614606505,-0.499814923,0,6
2,0,3.99505191,job13692,1146.8,0.136125022,1.043123631,6.094678237,-0.770234848,0.652825789,-0.399571763,-2.761894158,7
2,1,4.343536062,job13692,1146.8,0.883289512,0.05469096,3.704769022,1.562532561,2.715708031,-0.095937354,-4.481516671,1
3,0,-3.798246814,job13477,1146.8,-3.390931339,0.159690693,0.961172292,1.183796197,0.268228225,-0.26288905,-2.717313833,4
3,1,-0.116916559,job13477,1146.8,0.03156924,-0.838289608,-0.318335496,0.607093023,1.119390392,-0.718344109,0,10
4,0,2.936072529,job13713,1146.9,-0.875018173,0.422437079,-0.418896488,2.496170903,0.355844509,0,0.9555347,0
4,1,1.951009274,job13713,1146.9,0.363772885,0.700011893,2.087965328,0.78268496,-1.852177184,-0.131248608,0,2
1,0,-5.233682612,job13781,1147,-1.902016169,-0.176535185,3.014448193,-1.575473439,-2.466875192,-0.374718544,-1.752512275,2.999999999
1,1,-6.5083429,job13781,1147,-0.76592567,-0.13810368,0.293185551,-0.813272046,1.704870104,-0.58311741,-6.205979749,7
2,0,5.711319121,job13595,1147.2,0.476437577,2.607809078,5.652924844,-0.513489899,0.649103442,-0.399571763,-2.761894158,7
2,1,5.825057528,job13595,1147.2,3.091513292,0.136727401,3.432359148,1.041688374,2.700223336,-0.095937354,-4.481516671,1
3,0,2.111120788,job13714,1147.4,-1.937675051,0.091251825,1.149577867,2.722731254,0.282401681,-0.197166788,0,3
3,1,-2.098549779,job13714,1147.4,0.018039566,-0.479022633,-0.383141941,1.396313953,1.178540132,-0.79017852,-3.039100336,11
1,0,-4.874756965,job13576,1147.5,-1.086866383,-1.059211111,2.557998307,-0.625187873,-2.409352905,-0.499624725,-1.752512275,3.999999999
1,1,-6.464627266,job13576,1147.5,-0.437671812,-0.82862208,0.24837463,-0.322727003,1.665116156,-0.58311741,-6.205979749,7
4,0,1.022058822,job13388,1147.5,-1.31252726,1.126498877,-0.323663335,0.299540508,0.276675331,0,0.9555347,0
4,1,-0.753410045,job13388,1147.5,0.545659328,1.86669838,1.609824211,0.093922195,-1.440100165,-0.131248608,-3.298165386,2
1,0,-5.495103522,job13791,1147.6,-1.902016169,-0.176535185,3.003183851,-1.575473439,-2.467219397,-0.624530907,-1.752512275,4.999999998
1,1,-6.506339934,job13791,1147.6,-0.76592567,-0.13810368,0.294950635,-0.813272046,1.705107986,-0.58311741,-6.205979749,7
2,0,4.245519706,job13732,1147.8,0.272250044,1.043123631,6.057697748,-0.676873048,0.653705571,-0.342490082,-2.761894158,6
2,1,4.870300432,job13732,1147.8,1.766579024,0.05469096,3.629919289,1.373134675,2.719367862,-0.191874708,-4.481516671,2
2,0,6.8557973,job13702,1147.9,0.136125022,1.043123631,6.136804177,-0.770234848,0.652469399,-0.342490082,0,6
2,1,4.097699774,job13702,1147.9,0.883289512,0.05469096,3.652289996,1.562532561,2.714225477,-0.287812062,-4.481516671,3
2,0,5.511176476,job13635,1148,0.204187533,2.607809078,5.597961152,-0.443468549,0.649071503,-0.342490082,-2.761894158,6
2,1,3.734972527,job13635,1148,1.324934268,0.136727401,3.346971803,0.89963996,2.700090474,-0.191874708,-4.481516671,2
4,0,1.739060418,job13723,1148,-1.31252726,0.422437079,-0.422323566,2.695864575,0.355609591,0,0,0
4,0,3.103901734,job13643,1148,-1.31252726,0.422437079,-0.40797141,3.095251919,0.351176705,0,0.9555347,0
4,1,-1.061777423,job13723,1148,0.545659328,0.700011893,2.127620026,0.845299757,-1.850954432,-0.131248608,-3.298165386,2
4,1,-0.987194695,job13643,1148,0.545659328,0.700011893,2.053899909,0.970529351,-1.827881181,-0.131248608,-3.298165386,2
4,0,1.662359816,job13723,1148.1,-1.31252726,0.422437079,-0.42017703,2.695864575,0.35553363,-0.078771178,0,1
4,1,-0.99575774,job13723,1148.1,0.545659328,0.700011893,2.127620026,0.845299757,-1.850559054,-0.065624304,-3.298165386,1
4,0,2.061397197,job13693,1148.4,-1.31252726,0.422437079,-0.418679603,3.095251919,0.353686239,-0.078771178,0,1
4,1,2.440587102,job13693,1148.4,0.545659328,0.700011893,2.130954185,0.970529351,-1.84094335,-0.065624304,0,1
1,0,-5.487238968,job13801,1148.5,-1.902016169,-0.176535185,3.010998341,-1.575473439,-2.467169333,-0.624530907,-1.752512275,4.999999998
1,1,-6.420490559,job13801,1148.5,-0.76592567,-0.13810368,0.297532122,-0.813272046,1.705073387,-0.499814923,-6.205979749,6
2,0,4.177606788,job13742,1148.6,0.272250044,1.043123631,6.046955068,-0.676873048,0.653617014,-0.399571763,-2.761894158,7
2,0,5.283724729,job13605,1148.6,0.204187533,2.607809078,5.433716101,-0.443468549,0.642946487,-0.399571763,-2.761894158,7
2,1,4.967916514,job13742,1148.6,1.766579024,0.05469096,3.63196641,1.373134675,2.718999469,-0.095937354,-4.481516671,1
2,1,3.731085394,job13605,1148.6,1.324934268,0.136727401,3.272626941,0.89963996,2.674610849,-0.095937354,-4.481516671,1
4,0,0.944091582,job13398,1148.7,-1.31252726,1.126498877,-0.32004293,0.299540508,0.273858865,-0.078771178,0.9555347,1
4,1,-0.735295114,job13398,1148.7,0.545659328,1.86669838,1.613279381,0.093922195,-1.425440404,-0.131248608,-3.298165386,2
3,0,-0.946778228,job13644,1148.8,-2.906512576,0.091251825,1.124189117,3.314629352,0.278422412,-0.131444525,-2.717313833,2
3,1,-1.652774854,job13644,1148.8,0.027059348,-0.479022633,-0.376995543,1.699860465,1.161933544,-0.646509698,-3.039100336,9
3,0,-2.366824571,job13497,1148.9,-1.937675051,0.159690693,0.988054429,1.065416578,0.2721694,-0.197166788,-2.717313833,3
3,1,-3.154493886,job13497,1148.9,0.018039566,-0.838289608,-0.330855532,0.546383721,1.135838002,-0.646509698,-3.039100336,9
1,0,-7.214748435,job13586,1149.1,-3.260599148,-1.059211111,2.682769338,-0.750225447,-2.450438885,-0.624530907,-1.752512275,4.999999998
1,1,-0.985840352,job13586,1149.1,-1.313015435,-0.82862208,0.266071113,-0.387272403,1.693510888,-0.416512435,0,5
2,0,5.524577761,job13655,1149.3,0.272250044,2.607809078,5.542066302,-0.385117424,0.649035682,-0.399571763,-2.761894158,7
2,1,4.038897661,job13655,1149.3,1.766579024,0.136727401,3.327774873,0.781266281,2.699941461,-0.191874708,-4.481516671,2
