Workcenter,Machine_Number,Bid,Job_Name,Time,PT,PS,RDue,RP,CR,Pool,Setup,
4,0,0.086892589,job5538,485.5,-1.31252726,1.126498877,-0.344272146,0.299540508,0.317652609,0,0,0
4,1,0.28343569,job5508,485.5,1.455091541,1.86669838,1.669811288,0.250459187,-1.66045932,0,-3.298165386,0
4,1,-0.676912928,job5538,485.5,0.545659328,1.86669838,1.768360198,0.093922195,-1.653387644,0,-3.298165386,0
2,0,7.39670343,job5802,485.6,0.408375066,1.043123631,6.061026886,-0.653532598,0.651873805,-0.114163361,0,2
2,1,5.622364932,job5802,485.6,2.649868536,0.05469096,3.553663761,1.325785204,2.711747849,-0.191874708,-4.481516671,2
3,0,-2.337728688,job5754,485.8,-3.390931339,0.091251825,1.083808804,2.841110874,0.280123082,-0.5257781,-2.717313833,7.999999999
3,1,-1.415509862,job5754,485.8,0.03156924,-0.479022633,-0.411341479,1.457023255,1.169030913,-0.143668822,-3.039100336,2
1,0,-3.424307046,job5676,485.9,-1.086866383,-1.059211111,2.515125,-0.625187873,-2.418729592,-0.749437088,0,5.999999998
1,1,-6.370867732,job5676,485.9,-0.437671812,-0.82862208,0.252351401,-0.322727003,1.671596433,-0.499814923,-6.205979749,6
4,0,2.947079791,job5763,486,-0.875018173,0.422437079,-0.404862478,2.496170903,0.352817761,0,0.9555347,0
4,1,-1.225686122,job5763,486,0.363772885,0.700011893,2.062432432,0.78268496,-1.836422906,0,-3.298165386,0
1,0,-5.681413098,job5871,486.1,-1.902016169,-0.176535185,2.941773896,-1.575473439,-2.467212838,-0.749437088,-1.752512275,5.999999998
1,1,-6.420957443,job5871,486.1,-0.76592567,-0.13810368,0.297035173,-0.813272046,1.705103453,-0.499814923,-6.205979749,6
2,0,5.790821878,job5705,486.1,0.272250044,2.607809078,5.526695184,-0.385117424,0.645242515,-0.114163361,-2.761894158,2
2,0,4.621839299,job5812,486.1,0.408375066,1.043123631,6.047586461,-0.653532598,0.652344258,-0.114163361,-2.761894158,2
2,1,8.547769847,job5705,486.1,1.766579024,0.136727401,3.274972333,0.781266281,2.684162162,-0.095937354,0,1
2,1,10.2283111,job5812,486.1,2.649868536,0.05469096,3.580198852,1.325785204,2.713704898,-0.095937354,0,1
2,0,5.978753286,job5685,486.6,0.476437577,2.607809078,5.693754864,-0.513489899,0.647380866,-0.171245041,-2.761894158,3
2,0,5.73903802,job5715,486.6,0.272250044,2.607809078,5.531188708,-0.385117424,0.646046813,-0.171245041,-2.761894158,3
2,1,5.652031974,job5685,486.6,3.091513292,0.136727401,3.362436741,1.041688374,2.693057544,-0.191874708,-4.481516671,2
2,1,8.447383876,job5715,486.6,1.766579024,0.136727401,3.267177896,0.781266281,2.687507983,-0.191874708,0,2
3,0,0.85094871,job5557,486.6,-1.211046907,0.159690693,0.908754961,1.124606387,0.26327715,-0.394333575,0,6
3,1,-2.675991776,job5557,486.6,0.011274729,-0.838289608,-0.341674301,0.576738372,1.09872819,-0.143668822,-3.039100336,2
3,0,1.772057693,job5764,486.7,-1.937675051,0.091251825,1.076150321,2.722731254,0.279655183,-0.460055838,0,7
3,1,-1.485716748,job5764,486.7,0.018039566,-0.479022633,-0.405356715,1.396313953,1.167078239,-0.143668822,-3.039100336,2
4,0,1.98507273,job5793,486.7,-0.875018173,0.422437079,-0.413012263,2.496170903,0.354495184,0,0,0
4,1,-1.183980062,job5793,486.7,0.363772885,0.700011893,2.112869512,0.78268496,-1.845153926,0,-3.298165386,0
1,0,-5.678265682,job5881,487,-1.630299574,-0.176535185,3.023030183,-1.800541073,-2.467064488,-0.87434327,-1.752512275,6.999999998
1,1,-6.334181735,job5881,487,-0.656507717,-0.13810368,0.307374686,-0.929453767,1.705000928,-0.416512435,-6.205979749,5
2,0,4.466543885,job5832,487.1,0.272250044,1.043123631,6.106798957,-0.676873048,0.6543835,-0.171245041,-2.761894158,3
2,1,9.344827285,job5832,487.1,1.766579024,0.05469096,3.620109335,1.373134675,2.722187998,-0.191874708,0,2
3,0,1.727916032,job5794,487.1,-1.937675051,0.091251825,1.096075239,2.722731254,0.281310865,-0.5257781,0,7.999999999
3,1,-1.489008002,job5794,487.1,0.018039566,-0.479022633,-0.415557587,1.396313953,1.173987857,-0.143668822,-3.039100336,2
4,0,2.653129583,job5773,487.1,-0.875018173,0.422437079,-0.399035313,2.196630394,0.352580896,0,0.9555347,0
4,1,1.965784655,job5773,487.1,0.363772885,0.700011893,2.048427131,0.688762765,-1.835190019,0,0,0
2,0,5.688600565,job5725,487.4,0.204187533,2.607809078,5.605517463,-0.443468549,0.647694239,-0.171245041,-2.761894158,3
2,1,8.070241014,job5725,487.4,1.324934268,0.136727401,3.30239029,0.89963996,2.694361157,-0.287812062,0,3
3,0,1.570278834,job5774,487.6,-1.69546567,0.091251825,1.05302771,2.367592395,0.279650674,-0.5257781,0,7.999999999
3,1,-1.667285851,job5774,487.6,0.01578462,-0.479022633,-0.40252415,1.214186046,1.167059423,-0.143668822,-3.039100336,2
3,0,-2.055271363,job5597,487.7,-1.211046907,0.159690693,0.913429758,1.124606387,0.266862901,-0.591500363,-2.717313833,8.999999999
3,1,-2.672910907,job5597,487.7,0.011274729,-0.838289608,-0.353557759,0.576738372,1.113692518,-0.143668822,-3.039100336,2
4,0,1.041642226,job5568,487.8,-1.31252726,1.126498877,-0.34516147,0.299540508,0.317756871,0,0.9555347,0
4,1,-0.672887581,job5568,487.8,0.545659328,1.86669838,1.772928231,0.093922195,-1.653930329,0,-3.298165386,0
4,0,2.948373929,job5783,487.9,-0.875018173,0.422437079,-0.403467139,2.496170903,0.35271656,0,0.9555347,0
4,0,-0.625246488,job5548,487.9,-3.500072693,1.126498877,-0.327170668,0.798774689,0.321188608,0,0.9555347,0
4,1,-1.20598733,job5783,487.9,0.363772885,0.700011893,2.081604471,0.78268496,-1.835896154,0,-3.298165386,0
4,1,3.590162773,job5548,487.9,1.455091541,1.86669838,1.689706249,0.250459187,-1.671792585,0,0,0
1,0,-7.971549947,job5891,488,-3.804032339,-0.176535185,3.10348603,-2.000601192,-2.467011716,-0.87434327,-1.752512275,6.999999998
1,0,-7.570489591,job5636,488,-3.260599148,-1.059211111,2.543257497,-0.750225447,-2.416855836,-0.87434327,-1.752512275,6.999999998
1,1,-7.219752754,job5891,488,-1.531851341,-0.13810368,0.317153916,-1.032726408,1.704964457,-0.333209948,-6.205979749,4
1,1,-7.137832719,job5636,488,-1.313015435,-0.82862208,0.259965425,-0.387272403,1.670301471,-0.333209948,-6.205979749,4
1,0,-7.971194092,job5891,488.1,-3.804032339,-0.176535185,3.10348603,-2.000601192,-2.466655861,-0.87434327,-1.752512275,6.999999998
1,1,-7.306172623,job5891,488.1,-1.531851341,-0.13810368,0.314282467,-1.032726408,1.704718523,-0.416512435,-6.205979749,5
3,0,-2.053048565,job5607,488.2,-1.211046907,0.159690693,0.915305682,1.124606387,0.267209775,-0.591500363,-2.717313833,8.999999999
3,1,-2.602612928,job5607,488.2,0.011274729,-0.838289608,-0.356541789,0.576738372,1.115140117,-0.071834411,-3.039100336,1
2,0,4.477731614,job5822,488.5,0.272250044,1.043123631,6.063782123,-0.676873048,0.651506382,-0.114163361,-2.761894158,2
2,1,4.687445318,job5822,488.5,1.766579024,0.05469096,3.552149995,1.373134675,2.710219396,-0.287812062,-4.481516671,3
4,0,0.375281738,job5518,488.7,-2.187545433,1.126498877,-0.336906476,0.499234181,0.31846589,0,0.9555347,0
4,1,-0.299942766,job5518,488.7,0.909432213,1.86669838,1.723175822,0.156536992,-1.657620787,0,-3.298165386,0
1,0,-4.78260483,job5901,488.9,-2.717165956,-0.176535185,3.028254791,-1.700511013,-2.467210378,-0.749437088,0,5.999999998
1,1,-6.724455831,job5901,488.9,-1.094179529,-0.13810368,0.303035256,-0.877817447,1.705101753,-0.416512435,-6.205979749,5
3,0,-1.090833622,job5784,488.9,-1.937675051,0.091251825,1.062316314,2.722731254,0.279356233,-0.591500363,-2.717313833,8.999999999
3,1,-1.422104622,job5784,488.9,0.018039566,-0.479022633,-0.412331397,1.396313953,1.165830637,-0.071834411,-3.039100336,1
2,0,4.613984251,job5852,489,0.272250044,1.043123631,6.197421769,-0.676873048,0.654119374,-0.114163361,-2.761894158,2
2,0,5.957238862,job5745,489,0.204187533,2.607809078,5.765265256,-0.396787649,0.652822162,-0.114163361,-2.761894158,2
2,1,4.755768944,job5852,489,1.766579024,0.05469096,3.609603767,1.373134675,2.72108925,-0.287812062,-4.481516671,3
2,1,3.569340033,job5745,489,1.324934268,0.136727401,3.356373134,0.804941016,2.715692945,-0.287812062,-4.481516671,3
4,0,2.651175524,job5813,489,-0.875018173,0.422437079,-0.402644615,2.196630394,0.354236139,0,0.9555347,0
4,1,1.986734056,job5813,489,0.363772885,0.700011893,2.077992101,0.688762765,-1.843805588,0,0,0
4,0,2.576105258,job5803,489.1,-0.875018173,0.422437079,-0.398059708,2.196630394,0.353352144,-0.078771178,0.9555347,1
4,1,1.975747831,job5803,489.1,0.363772885,0.700011893,2.062404667,0.688762765,-1.839204378,0,0,0
3,0,-0.134162695,job5627,489.6,-1.937675051,0.159690693,0.960844,1.065416578,0.27478371,-0.657222626,0,9.999999999
3,1,-2.544331634,job5627,489.6,0.018039566,-0.838289608,-0.378113213,0.546383721,1.146748237,0,-3.039100336,0
1,0,-6.539849251,job5911,489.7,-2.717165956,-0.176535185,3.023263738,-1.700511013,-2.46695147,-0.749437088,-1.752512275,5.999999998
1,0,-5.147454422,job5716,489.7,-1.086866383,-1.059211111,2.540349625,-0.625187873,-2.414589317,-0.749437088,-1.752512275,5.999999998
1,0,-5.159523247,job5706,489.7,-1.086866383,-1.059211111,2.518592001,-0.625187873,-2.404900518,-0.749437088,-1.752512275,5.999999998
1,1,-6.639144345,job5911,489.7,-1.094179529,-0.13810368,0.305223188,-0.877817447,1.70492282,-0.333209948,-6.205979749,4
1,1,-6.203548521,job5716,489.7,-0.437671812,-0.82862208,0.255927003,-0.322727003,1.668735068,-0.333209948,-6.205979749,4
1,1,-6.212465532,job5706,489.7,-0.437671812,-0.82862208,0.253705971,-0.322727003,1.662039089,-0.333209948,-6.205979749,4
2,0,8.809942169,job5695,489.7,0.476437577,2.607809078,5.652507187,-0.513489899,0.643759905,-0.05708168,0,1
2,1,5.460553261,job5695,489.7,3.091513292,0.136727401,3.281958314,1.041688374,2.677994612,-0.287812062,-4.481516671,3
1,0,-4.797999529,job5911,489.8,-2.717165956,-0.176535185,3.012182531,-1.700511013,-2.466532817,-0.749437088,0,5.999999998
1,0,-5.169465717,job5706,489.8,-1.086866383,-1.059211111,2.507510795,-0.625187873,-2.403761781,-0.749437088,-1.752512275,5.999999998
1,1,-6.639433678,job5911,489.8,-1.094179529,-0.13810368,0.305223188,-0.877817447,1.704633487,-0.333209948,-6.205979749,4
1,1,-6.213252519,job5706,489.8,-0.437671812,-0.82862208,0.253705971,-0.322727003,1.661252102,-0.333209948,-6.205979749,4
3,0,-4.206598416,job5647,489.8,-3.390931339,0.159690693,0.943109875,1.183796197,0.272272616,-0.657222626,-2.717313833,9.999999999
3,1,0.562593656,job5647,489.8,0.03156924,-0.838289608,-0.374047749,0.607093023,1.13626875,0,0,0
2,0,5.898358514,job5755,490.2,0.204187533,2.607809078,5.707530374,-0.396787649,0.651676698,-0.114163361,-2.761894158,2
2,1,3.562026609,job5755,490.2,1.324934268,0.136727401,3.353824762,0.804941016,2.710927895,-0.287812062,-4.481516671,3
3,0,-1.27130499,job5814,490.2,-1.69546567,0.091251825,1.059328841,2.367592395,0.280524077,-0.657222626,-2.717313833,9.999999999
3,1,-1.530039814,job5814,490.2,0.01578462,-0.479022633,-0.412591885,1.214186046,1.170704375,0,-3.039100336,0
4,0,0.377411117,job5588,490.4,-2.187545433,1.126498877,-0.351435439,0.499234181,0.335124232,0,0.9555347,0
4,0,2.942156499,job5833,490.4,-0.875018173,0.422437079,-0.41114421,2.496170903,0.354176201,0,0.9555347,0
4,1,-0.302220814,job5588,490.4,0.909432213,1.86669838,1.80760475,0.156536992,-1.744327763,0,-3.298165386,0
4,1,-1.18088931,job5833,490.4,0.363772885,0.700011893,2.114299948,0.78268496,-1.843493611,0,-3.298165386,0
1,0,-7.962357421,job5921,490.5,-3.804032339,-0.176535185,3.112924418,-2.000601192,-2.467257578,-0.87434327,-1.752512275,6.999999998
1,1,-1.097247302,job5921,490.5,-1.531851341,-0.13810368,0.316812189,-1.032726408,1.705134373,-0.416512435,0,5
3,0,-1.28774636,job5804,490.6,-1.69546567,0.091251825,1.043901118,2.367592395,0.279510431,-0.657222626,-2.717313833,9.999999999
3,1,-1.53111749,job5804,490.6,0.01578462,-0.479022633,-0.409439334,1.214186046,1.166474148,0,-3.039100336,0
2,0,4.46522643,job5862,490.7,0.272250044,1.043123631,6.107083265,-0.676873048,0.652781737,-0.171245041,-2.761894158,3
2,1,9.327903155,job5862,490.7,1.766579024,0.05469096,3.609848424,1.373134675,2.715524779,-0.191874708,0,2
2,0,7.122641264,job5842,490.8,0.136125022,1.043123631,6.232226493,-0.770234848,0.652646007,-0.171245041,0,3
2,1,4.105339753,job5842,490.8,0.883289512,0.05469096,3.659195301,1.562532561,2.714960151,-0.287812062,-4.481516671,3
1,0,-7.738653574,job5726,490.9,-3.532315743,-1.059211111,2.573396132,-0.800240477,-2.418333011,-0.749437088,-1.752512275,5.999999998
1,1,-7.356624545,job5726,490.9,-1.422433388,-0.82862208,0.258691317,-0.413090563,1.671322354,-0.416512435,-6.205979749,5
1,0,-7.412826926,job5686,491,-3.260599148,-1.059211111,2.583270907,-0.750225447,-2.424112764,-0.749437088,-1.752512275,5.999999998
1,1,-1.096797712,job5686,491,-1.313015435,-0.82862208,0.256610357,-0.387272403,1.675316771,-0.499814923,0,6
3,0,1.511474977,job5834,491,-1.937675051,0.091251825,1.077216765,2.722731254,0.280895073,-0.722944888,0,11
3,1,-1.355787945,job5834,491,0.018039566,-0.479022633,-0.424271135,1.396313953,1.17225264,0,-3.039100336,0
2,0,5.585276803,job5735,491.1,0.204187533,2.607809078,5.50763568,-0.443468549,0.642252261,-0.171245041,-2.761894158,3
2,1,8.092440873,job5735,491.1,1.324934268,0.136727401,3.251291033,0.89963996,2.671722919,-0.191874708,0,2
4,0,1.051408657,job5648,491.3,-1.31252726,1.126498877,-0.355882797,0.299540508,0.338244629,0,0.9555347,0
4,1,-0.725068986,job5648,491.3,0.545659328,1.86669838,1.827385983,0.093922195,-1.760569486,0,-3.298165386,0
1,0,-5.633381686,job5931,491.4,-1.902016169,-0.176535185,2.989594618,-1.575473439,-2.467002147,-0.749437088,-1.752512275,5.999999998
1,1,-6.506224016,job5931,491.4,-0.76592567,-0.13810368,0.295216696,-0.813272046,1.704957843,-0.58311741,-6.205979749,7
3,0,-4.287133742,job5657,491.5,-3.390931339,0.159690693,0.929747486,1.183796197,0.270821942,-0.722944888,-2.717313833,11
3,1,0.558620401,job5657,491.5,0.03156924,-0.838289608,-0.371966939,0.607093023,1.130214686,0,0,0
1,0,-6.250868089,job5746,491.6,-2.173732765,-1.059211111,2.63244162,-0.700210417,-2.448206052,-0.749437088,-1.752512275,5.999999998
1,1,-6.902007273,job5746,491.6,-0.875343623,-0.82862208,0.260542066,-0.361454243,1.691967766,-0.58311741,-6.205979749,7
4,0,2.948283036,job5823,491.6,-0.875018173,0.422437079,-0.403372182,2.496170903,0.35253071,0,0.9555347,0
4,1,-1.209182964,job5823,491.6,0.363772885,0.700011893,2.077441482,0.78268496,-1.834928799,0,-3.298165386,0
3,0,-0.280081436,job5577,491.8,-1.937675051,0.159690693,0.891913528,1.065416578,0.263517703,-0.722944888,0,11
3,1,-2.566906291,job5577,491.8,0.018039566,-0.838289608,-0.353671717,0.546383721,1.099732084,0,-3.039100336,0
3,0,-2.075137865,job5677,491.9,-1.211046907,0.159690693,0.905787574,1.242986007,0.267703488,-0.722944888,-2.717313833,11
3,1,-2.473107086,job5677,491.9,0.011274729,-0.838289608,-0.361640061,0.637447674,1.117200516,0,-3.039100336,0
4,0,0.378813012,job5618,491.9,-2.187545433,1.126498877,-0.352604422,0.499234181,0.337695109,0,0.9555347,0
4,1,2.994080471,job5618,491.9,0.909432213,1.86669838,1.819122111,0.156536992,-1.757709226,0,0,0
1,0,-3.89264778,job5941,492.3,-1.902016169,-0.176535185,2.97775809,-1.575473439,-2.466943988,-0.749437088,0,5.999999998
1,1,-6.420645953,job5941,492.3,-0.76592567,-0.13810368,0.297532466,-0.813272046,1.70491765,-0.499814923,-6.205979749,6
4,0,1.986822359,job5853,492.3,-0.875018173,0.422437079,-0.410777527,2.496170903,0.354010078,0,0,0
4,1,-1.191708756,job5853,492.3,0.363772885,0.700011893,2.10261583,0.78268496,-1.842628939,0,-3.298165386,0
3,0,1.482158179,job5824,492.4,-1.937675051,0.091251825,1.049457549,2.722731254,0.27933749,-0.722944888,0,11
3,1,-1.354214132,job5824,492.4,0.018039566,-0.479022633,-0.4161971,1.396313953,1.165752419,0,-3.039100336,0
4,0,-1.245551366,job5558,492.4,-3.062563606,1.126498877,-0.320546446,0.698927853,0.312131956,0,0,0
4,1,0.081504962,job5558,492.4,1.273205099,1.86669838,1.645267628,0.219151789,-1.624652547,0,-3.298165386,0
2,0,4.61652283,job5872,492.5,0.408375066,1.043123631,6.044465447,-0.653532598,0.650148802,-0.114163361,-2.761894158,2
2,1,5.710806653,job5872,492.5,2.649868536,0.05469096,3.553344016,1.325785204,2.704571961,-0.095937354,-4.481516671,1
3,0,1.435484812,job5854,492.7,-1.937675051,0.091251825,1.066950624,2.722731254,0.280893311,-0.788667151,0,12
3,1,-1.356900998,job5854,492.7,0.018039566,-0.479022633,-0.425376834,1.396313953,1.172245287,0,-3.039100336,0
4,0,1.049475444,job5658,492.7,-1.31252726,1.126498877,-0.353760567,0.299540508,0.334189185,0,0.9555347,0
4,1,-0.803762032,job5658,492.7,0.545659328,1.86669838,1.793208585,0.093922195,-1.739460829,-0.065624304,-3.298165386,1
1,0,-7.430806759,job5696,492.9,-3.260599148,-1.059211111,2.556693936,-0.750225447,-2.415515625,-0.749437088,-1.752512275,5.999999998
1,1,-1.019713366,job5696,492.9,-1.313015435,-0.82862208,0.256333744,-0.387272403,1.669375244,-0.416512435,0,5
3,0,0.381874195,job5667,492.9,-1.211046907,0.159690693,0.895710187,1.124606387,0.267303247,-0.854389413,0,13
3,1,-2.538148677,job5667,492.9,0.011274729,-0.838289608,-0.364302034,0.576738372,1.115530201,0,-3.039100336,0
4,0,2.943463456,job5863,492.9,-0.875018173,0.422437079,-0.409732239,2.496170903,0.354071186,0,0.9555347,0
4,1,2.095256557,job5863,492.9,0.363772885,0.700011893,2.091733826,0.78268496,-1.842947007,0,0,0
1,0,-5.516092467,job5951,493.1,-1.902016169,-0.176535185,2.98217234,-1.575473439,-2.467196832,-0.624530907,-1.752512275,4.999999998
1,1,-6.421108271,job5951,493.1,-0.76592567,-0.13810368,0.296895406,-0.813272046,1.705092391,-0.499814923,-6.205979749,6
2,0,5.826556238,job5765,493.1,0.204187533,2.607809078,5.634020352,-0.443468549,0.642983663,-0.05708168,-2.761894158,1
2,0,7.525664648,job5882,493.1,0.408375066,1.043123631,6.250582034,-0.770234848,0.650900445,-0.05708168,0,1
2,1,8.221682869,job5765,493.1,1.324934268,0.136727401,3.281553095,0.89963996,2.674765499,-0.095937354,0,1
2,1,6.040176348,job5882,493.1,2.649868536,0.05469096,3.642839574,1.562532561,2.70769874,-0.095937354,-4.481516671,1
1,0,-6.017253589,job5736,493.4,-3.532315743,-1.059211111,2.52864145,-0.800240477,-2.404690619,-0.749437088,0,5.999999998
1,1,-7.455664218,job5736,493.4,-1.422433388,-0.82862208,0.252382458,-0.413090563,1.661894026,-0.499814923,-6.205979749,6
1,0,-6.42815769,job5756,493.5,-2.173732765,-1.059211111,2.567707007,-0.700210417,-2.435854859,-0.87434327,-1.752512275,6.999999998
1,1,-6.828323547,job5756,493.5,-0.875343623,-0.82862208,0.259459278,-0.361454243,1.683431793,-0.499814923,-6.205979749,6
2,0,5.918629568,job5795,493.7,0.204187533,2.607809078,5.721823886,-0.443468549,0.647253459,-0.05708168,-2.761894158,1
2,1,3.825019713,job5795,493.7,1.324934268,0.136727401,3.348644568,0.89963996,2.69252754,-0.095937354,-4.481516671,1
3,0,-1.287255157,job5864,493.8,-1.937675051,0.091251825,1.06182496,2.722731254,0.280592839,-0.788667151,-2.717313833,12
3,1,-1.356573497,job5864,493.8,0.018039566,-0.479022633,-0.423795384,1.396313953,1.170991338,0,-3.039100336,0
4,0,3.097314566,job5843,493.9,-1.31252726,0.422437079,-0.415971951,3.095251919,0.35259008,0,0.9555347,0
4,1,-0.782392687,job5843,493.9,0.545659328,0.700011893,2.134809948,0.970529351,-1.83523782,0,-3.298165386,0
1,0,-6.708322407,job5961,494,-2.717165956,-0.176535185,2.979845124,-1.700511013,-2.467099831,-0.87434327,-1.752512275,6.999999998
1,1,-6.72377453,job5961,494,-1.094179529,-0.13810368,0.303792957,-0.877817447,1.705025353,-0.416512435,-6.205979749,5
2,0,4.66494927,job5902,494,0.272250044,1.043123631,6.192087615,-0.676873048,0.653336867,-0.05708168,-2.761894158,1
2,1,4.977759102,job5902,494,1.766579024,0.05469096,3.642974389,1.373134675,2.717834077,-0.095937354,-4.481516671,1
3,0,-3.114359974,job5637,494,-1.937675051,0.159690693,0.901591733,1.065416578,0.268319318,-0.854389413,-2.717313833,13
3,1,-2.559977914,job5637,494,0.018039566,-0.838289608,-0.366781803,0.546383721,1.119770547,0,-3.039100336,0
2,0,5.818699187,job5775,494.4,0.272250044,2.607809078,5.502576618,-0.385117424,0.64015671,-0.05708168,-2.761894158,1
2,1,8.37066213,job5775,494.4,1.766579024,0.136727401,3.214958553,0.781266281,2.663005579,-0.191874708,0,2
3,0,-2.136358717,job5717,494.4,-1.211046907,0.159690693,0.908840554,1.242986007,0.269151918,-0.788667151,-2.717313833,12
3,1,-2.472029278,job5717,494.4,0.011274729,-0.838289608,-0.366606952,0.637447674,1.123245215,0,-3.039100336,0
3,0,-1.720046629,job5844,494.5,-2.906512576,0.091251825,1.072510442,3.314629352,0.279777574,-0.854389413,-2.717313833,13
3,1,1.986571373,job5844,494.5,0.027059348,-0.479022633,-0.428914815,1.699860465,1.167589009,0,0,0
4,0,2.650350918,job5873,494.5,-0.875018173,0.422437079,-0.402793222,2.196630394,0.35356014,0,0.9555347,0
4,1,-1.316950062,job5873,494.5,0.363772885,0.700011893,2.068954781,0.688762765,-1.840287,0,-3.298165386,0
1,0,-5.816928462,job5971,494.7,-1.902016169,-0.176535185,2.930991593,-1.575473439,-2.467039717,-0.87434327,-1.752512275,6.999999998
1,1,-6.333567436,job5971,494.7,-0.76592567,-0.13810368,0.301242337,-0.813272046,1.704983808,-0.416512435,-6.205979749,5
4,0,0.377160198,job5638,494.8,-2.187545433,1.126498877,-0.349723395,0.499234181,0.333161269,0,0.9555347,0
4,1,-0.300797502,job5638,494.8,0.909432213,1.86669838,1.798810804,0.156536992,-1.734110505,0,-3.298165386,0
4,0,-0.366735228,job5598,494.9,-3.062563606,1.126498877,-0.320537215,0.698927853,0.314175342,-0.078771178,0.9555347,1
4,1,3.387975818,job5598,494.9,1.273205099,1.86669838,1.664208955,0.219151789,-1.635288405,0,0,0
3,0,-1.419643686,job5874,495,-1.69546567,0.091251825,1.042455075,2.367592395,0.280503672,-0.788667151,-2.717313833,12
3,1,-1.53127044,job5874,495,0.01578462,-0.479022633,-0.413737354,1.214186046,1.170619217,0,-3.039100336,0
4,0,2.703532456,job5883,495,-1.31252726,0.422437079,-0.411716423,2.695864575,0.353939785,0,0.9555347,0
4,1,-0.938343742,job5883,495,0.545659328,0.700011893,2.111113725,0.845299757,-1.84226306,0,-3.298165386,0
1,0,-6.303671408,job5766,495.1,-3.532315743,-1.059211111,2.497973254,-0.800240477,-2.41062788,-0.999249451,0,7.999999997
1,1,-7.361817593,job5766,495.1,-1.422433388,-0.82862208,0.258823324,-0.413090563,1.665997298,-0.416512435,-6.205979749,5
2,0,4.654276606,job5892,495.2,0.136125022,1.043123631,6.354484122,-0.770234848,0.652672837,0,-2.761894158,0
2,1,4.331426317,job5892,495.2,0.883289512,0.05469096,3.693295546,1.562532561,2.715071762,-0.095937354,-4.481516671,1
1,0,-8.153921684,job5981,495.4,-3.804032339,-0.176535185,3.046100926,-2.000601192,-2.467092167,-0.999249451,-1.752512275,7.999999997
1,1,-7.218985535,job5981,495.4,-1.531851341,-0.13810368,0.317865534,-1.032726408,1.705020057,-0.333209948,-6.205979749,4
2,0,7.442253431,job5912,495.4,0.272250044,1.043123631,6.208360899,-0.676873048,0.652473586,-0.05708168,0,1
2,1,9.433937716,job5912,495.4,1.766579024,0.05469096,3.621227519,1.373134675,2.714242891,-0.095937354,0,1
4,0,-0.366508876,job5608,495.4,-3.062563606,1.126498877,-0.320905336,0.698927853,0.314769815,-0.078771178,0.9555347,1
4,1,3.376359253,job5608,495.4,1.273205099,1.86669838,1.655686635,0.219151789,-1.63838265,0,0,0
1,0,-8.036226181,job5796,495.6,-3.532315743,-1.059211111,2.537900424,-0.800240477,-2.430597548,-0.999249451,-1.752512275,7.999999997
1,1,-7.260855709,job5796,495.6,-1.422433388,-0.82862208,0.262681581,-0.413090563,1.679798438,-0.333209948,-6.205979749,4
3,0,-2.158174621,job5707,495.6,-1.211046907,0.159690693,0.890196849,1.242986007,0.26597972,-0.788667151,-2.717313833,12
3,1,-2.478388955,job5707,495.6,0.011274729,-0.838289608,-0.359728171,0.637447674,1.110006757,0,-3.039100336,0
2,0,9.321111458,job5845,495.8,0.476437577,2.607809078,6.095202684,-0.513489899,0.655152018,0,0,0
2,1,5.948796983,job5845,495.8,3.091513292,0.136727401,3.530936965,1.041688374,2.725384975,-0.095937354,-4.481516671,1
4,0,2.863369977,job5903,495.8,-0.875018173,0.422437079,-0.41173184,2.496170903,0.354748487,-0.078771178,0.9555347,1
4,1,2.033315182,job5903,495.8,0.363772885,0.700011893,2.098942116,0.78268496,-1.846472369,-0.065624304,0,1
2,0,5.800075587,job5785,496,0.204187533,2.607809078,5.552694475,-0.443468549,0.640747209,0,-2.761894158,0
2,1,3.698849469,job5785,496,1.324934268,0.136727401,3.249539854,0.89963996,2.665462012,-0.095937354,-4.481516671,1
4,0,3.01498822,job5893,496,-1.31252726,0.422437079,-0.421064275,3.095251919,0.354127235,-0.078771178,0.9555347,1
4,1,-0.835986499,job5893,496,0.545659328,0.700011893,2.154841359,0.970529351,-1.84323874,-0.065624304,-3.298165386,1
2,0,4.748089243,job5932,496.1,0.408375066,1.043123631,6.116716565,-0.653532598,0.652382418,-0.05708168,-2.761894158,1
2,1,10.24708022,job5932,496.1,2.649868536,0.05469096,3.598809235,1.325785204,2.713863638,-0.095937354,0,1
1,0,-6.723054473,job5991,496.2,-2.717165956,-0.176535185,2.965232699,-1.700511013,-2.467219472,-0.87434327,-1.752512275,6.999999998
1,1,-6.724269849,job5991,496.2,-1.094179529,-0.13810368,0.303214954,-0.877817447,1.705108038,-0.416512435,-6.205979749,5
3,0,-2.613818687,job5884,496.5,-3.390931339,0.091251825,1.070265757,2.841110874,0.280465181,-0.788667151,-2.717313833,12
3,1,-1.284433018,job5884,496.5,0.03156924,-0.479022633,-0.425361126,1.457023255,1.170458582,0,-3.039100336,0
1,0,-5.494251397,job5776,496.6,-1.086866383,-1.059211111,2.424356284,-0.625187873,-2.395580588,-0.999249451,-1.752512275,7.999999997
1,1,-6.305476721,job5776,496.6,-0.437671812,-0.82862208,0.25043832,-0.322727003,1.655598038,-0.416512435,-6.205979749,5
3,0,-4.262858511,job5747,496.8,-3.390931339,0.159690693,0.950489014,1.183796197,0.274355645,-0.722944888,-2.717313833,11
