,Makespan,Mean Flow Time,Mean Weighted Tardiness,Max Weighted Tardiness,No. Tardy Jobs P1,No. Tardy Jobs P2,No. Tardy Jobs P3,Mean WIP,Early_Term
0,3206.263545205309,68.08723177575477,0.7674866511066836,87.6681364132795,52.35,9.3,0.6333333333333333,44.213671254596356,0.0
