-0.49999999945201334,1.2042483622642686e-09,-1.8040031669436678e-09,-7.619545182513671e-10,-1.658052138885884e-10,0.0,-2.9999999989120423,0.0,-1.2422909437787045e-09,-5.278701652511544e-10,1.4804392705111316e-09,1.1598452234722218e-09,-1.4213083308886054e-10,0.0,-0.9999999974153085,-1.4023515295043685e-09,-2.9999999997869415,0.0,-7.034080928180984e-10,1.6121717577453036e-09,-3.732977939053877e-10,1.3667664286561422e-11,0.0,-1.3251430762825592e-09
-0.5000000003011283,-1.4702264739324443e-09,1.2081166050124636e-09,-4.237479514478012e-10,3.478258603426755e-11,0.0,-3.0000000003652687,0.0,1.9217708322444945e-09,-1.1700697517656675e-09,1.2899725219667347e-09,1.1286158487033407e-09,-4.31664496813484e-10,0.0,-0.9999999997738316,-6.404839610581649e-10,-2.9999999986952717,0.0,2.0294938521212758e-10,1.4388680858039396e-09,1.8379822885803124e-09,-2.125752785479e-09,0.0,-7.597097911295123e-10
-0.5000000001739517,3.3971945074620286e-10,2.3486815249572154e-10,1.100624437245983e-09,2.3671515760685318e-09,0.0,-3.000000000318946,0.0,7.564021930403247e-10,9.583662779540004e-10,-6.809840777040833e-10,1.962102032758619e-09,-4.268416953285429e-11,0.0,-0.9999999982700871,-3.7679672728920164e-10,-2.9999999993390083,0.0,1.9241792118647855e-09,1.1661738278990125e-09,5.991467269752151e-10,-9.753163033212079e-10,0.0,1.3141820073715711e-09
-0.500000000925095,-3.80522097275947e-10,1.223845458349659e-09,-1.8540347994024803e-10,-2.5765033748475247e-09,0.0,-3.0000000004985523,0.0,-1.4078992850551765e-10,-1.923221195252922e-10,1.453922930790293e-09,-6.765104077889878e-10,6.326357429233819e-10,0.0,-1.0000000021344988,1.2541903364692462e-09,-2.999999999351031,0.0,-3.936531590790502e-10,-1.901049282861975e-09,4.677753472380137e-10,-7.426046973383733e-10,0.0,3.970083150469123e-11
-0.4999999998914683,1.8124475150422032e-09,6.781440231866914e-10,-7.113830974754895e-10,-9.729764759743937e-10,0.0,-2.999999999227839,0.0,-1.3386699299679114e-09,-5.49645301642679e-10,6.732842279130864e-10,2.597336455127827e-10,-6.289808811772292e-10,0.0,-1.0000000002568445,2.946553050737909e-10,-3.000000001138096,0.0,-2.3245744142672366e-09,-1.2989620317760159e-09,-1.7589140684438322e-09,1.2673624524015816e-09,0.0,1.088829928092698e-09
-0.49999999902520764,-6.850589756911587e-10,1.045464400414127e-09,2.0775614003525626e-10,-6.539503482215305e-10,0.0,-2.999999999089893,0.0,-6.502550214172507e-10,2.508787167212834e-10,1.0285606827425907e-10,3.933887119100727e-10,-8.820585968849901e-10,0.0,-0.9999999994286287,1.1074519199219849e-09,-2.9999999996867723,0.0,7.779532986506609e-10,-7.481490369031332e-10,-3.8697391978140646e-10,6.323763544233317e-10,0.0,8.283281637856524e-11
-0.4999999996418512,1.444973725041039e-09,-6.637809504879149e-10,4.691844598551102e-10,-1.4954507455031716e-10,0.0,-3.0000000010897,0.0,1.0269320233277166e-09,-1.4956433073927047e-10,4.122180290716866e-10,-4.987041353017768e-10,1.7487064946452128e-10,0.0,-1.0000000003736285,7.476870030537806e-10,-2.999999999260254,0.0,8.057099989814502e-10,6.933786444229595e-10,-3.68782613133515e-10,-4.4618915399244474e-10,0.0,-1.3249957645631687e-09
-0.5000000013248906,1.1479088620898926e-10,-2.8282897052028917e-10,8.830212616054239e-10,1.1288016199910194e-09,0.0,-3.000000000708437,0.0,6.327551724947184e-10,-2.129769156487105e-09,-3.4516222057516933e-10,-6.392746171381227e-10,-4.780910827479312e-10,0.0,-1.000000000376875,-1.442229697314711e-09,-2.9999999996494737,0.0,8.563816915665806e-10,6.229973072558184e-10,-6.686461863781518e-10,8.587291707092274e-10,0.0,2.8077097842735065e-09
-0.4999999986630473,7.837248817864877e-10,-1.1663279181603936e-09,5.719914865256859e-10,-1.7503105531748444e-10,0.0,-2.9999999992405386,0.0,5.88128339506421e-10,2.709292688488321e-10,-7.421759776470329e-10,-2.644450007722594e-10,-8.1655256172366e-10,0.0,-0.9999999987463497,-5.235323358199407e-10,-3.0000000013373516,0.0,1.8335501084929396e-09,6.713474724711464e-10,-1.962221730595901e-09,4.68867717130237e-11,0.0,1.3093374517139281e-09
-0.49999999963589914,-5.366447991982868e-10,7.648936023184082e-10,1.985771867790467e-10,-9.267767272763502e-10,0.0,-2.9999999980930623,0.0,-5.111345128305056e-10,1.635449590352236e-09,1.203594410202996e-09,-3.131434036529157e-10,1.222076571547301e-09,0.0,-1.0000000007502268,-2.8330196078736333e-10,-2.9999999982678704,0.0,-8.4277665667488e-10,-6.208204033716596e-10,-4.6413720095543357e-10,7.941800427676893e-10,0.0,-1.7735521955467402e-09
