,Makespan,Mean Flow Time,Mean Weighted Tardiness,Max Weighted Tardiness,No. Tardy Jobs P1,No. Tardy Jobs P2,No. Tardy Jobs P3,Mean WIP,Early_Term
0,1886.2593436991076,59.39366508743529,0.3271440389656553,133.18813449731434,0.0,0.0,0.0,67.17119491869303,0.0
